COG,commune,population,subvention_commune,subvention_EPCI_distributed,total_subventions,total_subventions_parHab
9181,Le Mas-d'Azil,1236,0,21983,21983,17.8
9182,Massat,741,0,89794,89794,121.2
9183,Mauvezin-de-Prat,99,0,11997,11997,121.2
9184,Mauvezin-de-Sainte-Croix,52,0,6301,6301,121.2
9185,Mazères,3866,196267,17405,213672,55.3
9186,Méras,97,0,1725,1725,17.8
9187,Mercenac,352,0,42655,42655,121.2
9188,Mercus-Garrabet,1226,0,4733,4733,3.9
9189,Mérens-les-Vals,168,0,24195,24195,144.0
9190,Mérigon,113,0,13693,13693,121.2
9192,Miglos,132,0,510,510,3.9
9193,Mijanès,58,0,8353,8353,144.0
9194,Mirepoix,3106,0,64336,64336,20.7
9195,Monesple,26,0,462,462,17.8
9196,Montagagne,82,0,9937,9937,121.2
9197,Montaillou,17,0,2448,2448,144.0
9198,Montardit,223,0,27023,27023,121.2
9199,Montaut,694,0,3125,3125,4.5
9200,Montbel,93,0,1926,1926,20.7
9201,Montégut-en-Couserans,73,0,8846,8846,121.2
9202,Montégut-Plantaurel,319,0,8574,8574,26.9
9203,Montels,157,0,19025,19025,121.2
9204,Montesquieu-Avantès,261,0,31628,31628,121.2
9205,Montfa,94,0,1672,1672,17.8
9206,Montferrier,544,0,4831,4831,8.9
9207,Montgailhard,1456,0,39134,39134,26.9
9208,Montgauch,112,0,13572,13572,121.2
9209,Montjoie-en-Couserans,1001,0,121300,121300,121.2
9210,Montoulieu,416,0,11181,11181,26.9
9211,Montségur,116,0,1030,1030,8.9
9212,Montseron,103,0,12481,12481,121.2
9213,Moulin-Neuf,235,0,4868,4868,20.7
9214,Moulis,796,0,96459,96459,121.2
9215,Nalzen,112,0,995,995,8.9
9216,Nescus,58,0,7028,7028,121.2
9217,Niaux,151,0,583,583,3.9
9218,Orgeix,101,5800,14546,20346,201.4
9219,Orgibet,164,0,19873,19873,121.2
9220,Orlu,160,0,23043,23043,144.0
9221,Ornolac-Ussat-les-Bains,248,0,957,957,3.9
9222,Orus,24,0,3456,3456,144.0
9223,Oust,574,0,69557,69557,121.2
9224,Pailhès,511,0,9088,9088,17.8
9225,Pamiers,16512,715927,74340,790267,47.9
9226,Pech,37,2950,5329,8279,223.8
9227,Péreille,186,0,1652,1652,8.9
9228,Perles-et-Castelet,219,0,31540,31540,144.0
9229,Le Peyrat,496,0,10274,10274,20.7
9230,Le Pla,61,0,8785,8785,144.0
9231,Le Port,167,0,20237,20237,121.2
9232,Prades,46,2200,6625,8825,191.8
9233,Pradettes,44,0,911,911,20.7
9234,Pradières,124,0,3333,3333,26.9
9235,Prat-Bonrepaux,858,0,103972,103972,121.2
9236,Prayols,366,0,9837,9837,26.9
9237,Le Puch,28,0,4032,4032,144.0
9238,Les Pujols,862,0,3881,3881,4.5
9239,Quérigut,137,0,19730,19730,144.0
9240,Quié,298,0,1150,1150,3.9
9241,Rabat-les-Trois-Seigneurs,368,0,1421,1421,3.9
9242,Raissac,49,0,435,435,8.9
9243,Régat,94,0,1947,1947,20.7
9244,Rieucros,720,0,14914,14914,20.7
9245,Rieux-de-Pelleport,1261,0,33893,33893,26.9
9246,Rimont,542,0,65679,65679,121.2
9247,Rivèrenert,192,0,23266,23266,121.2
9249,Roquefixade,150,0,1332,1332,8.9
9250,Roquefort-les-Cascades,83,0,737,737,8.9
9251,Roumengoux,169,0,3501,3501,20.7
9252,Rouze,85,0,12241,12241,144.0
9253,Sabarat,377,0,6705,6705,17.8
9254,Saint-Amadou,272,0,1225,1225,4.5
9256,Saint-Bauzeil,57,0,1532,1532,26.9
9257,Sainte-Croix-Volvestre,652,0,79009,79009,121.2
9258,Saint-Félix-de-Rieutord,469,0,12606,12606,26.9
9259,Saint-Félix-de-Tournegat,152,0,3148,3148,20.7
9260,Sainte-Foi,30,0,621,621,20.7
9261,Saint-Girons,6129,367976,742708,1110684,181.2
9262,Saint-Jean-d'Aigues-Vives,370,0,3286,3286,8.9
9263,Saint-Jean-du-Castillonnais,28,0,3393,3393,121.2
9264,Saint-Jean-de-Verges,1288,13470,34619,48089,37.3
9265,Saint-Jean-du-Falga,2864,0,12894,12894,4.5
9266,Saint-Julien-de-Gras-Capou,83,0,1719,1719,20.7
9267,Saint-Lary,147,0,17813,17813,121.2
9268,Saint-Lizier,1384,0,167712,167712,121.2
9269,Saint-Martin-de-Caralp,375,0,10079,10079,26.9
9270,Saint-Martin-d'Oydes,251,0,1130,1130,4.5
9271,Saint-Michel,91,0,410,410,4.5
9272,Saint-Paul-de-Jarrat,1354,0,36393,36393,26.9
9273,Saint-Pierre-de-Rivière,676,0,18170,18170,26.9
9274,Saint-Quentin-la-Tour,320,0,6628,6628,20.7
9275,Saint-Quirc,369,0,1661,1661,4.5
9276,Saint-Victor-Rouzaud,215,0,968,968,4.5
9277,Saint-Ybars,670,0,11916,11916,17.8
9279,Salsein,46,0,5574,5574,121.2
9280,Saurat,697,0,2691,2691,3.9
9281,Sautel,127,0,1128,1128,8.9
9282,Saverdun,4808,192670,21647,214317,44.6
9283,Savignac-les-Ormeaux,397,0,57175,57175,144.0
9284,Ségura,194,0,5214,5214,26.9
9285,Seix,743,0,90036,90036,121.2
9287,Senconac,6,150,0,150,25.0
9289,Lorp-Sentaraille,1392,0,168682,168682,121.2
9290,Sentein,170,0,20600,20600,121.2
9291,Sentenac-d'Oust,105,0,12724,12724,121.2
9292,Sentenac-de-Sérou,47,0,5695,5695,121.2
9293,Serres-sur-Arget,772,7800,20750,28550,37.0
9294,Sieuras,94,0,1672,1672,17.8
9295,Siguer,95,0,13682,13682,144.0
9296,Aulos-Sinsat,157,2929,22611,25540,162.7
9297,Sor,28,0,3393,3393,121.2
9298,Sorgeat,90,150,12961,13111,145.7
9299,Soueix-Rogalle,425,0,51501,51501,121.2
9300,Soula,171,0,4596,4596,26.9
9301,Soulan,391,0,47381,47381,121.2
9303,Surba,333,0,1285,1285,3.9
9304,Suzan,24,0,2908,2908,121.2
9305,Tabre,342,0,3037,3037,8.9
9306,Tarascon-sur-Ariège,3060,0,11812,11812,3.9
9307,Taurignan-Castet,160,0,19389,19389,121.2
9308,Taurignan-Vieux,206,0,24963,24963,121.2
9309,Teilhet,162,0,3356,3356,20.7
9310,Thouars-sur-Arize,40,0,711,711,17.8
9311,Tignac,20,400,2880,3280,164.0
9312,La Tour-du-Crieu,3268,0,14713,14713,4.5
9313,Tourtouse,165,0,19995,19995,121.2
9314,Tourtrol,247,0,5116,5116,20.7
9315,Trémoulet,105,0,473,473,4.5
9316,Troye-d'Ariège,110,0,2278,2278,20.7
9318,Unac,127,6300,18290,24590,193.6
9319,Unzent,119,0,536,536,4.5
9320,Urs,27,2280,3888,6168,228.4
9321,Ussat,308,0,1189,1189,3.9
9322,Ustou,259,0,31385,31385,121.2
9323,Vals,87,0,1802,1802,20.7
9324,Varilhes,3491,48976,93831,142807,40.9
9325,Vaychis,35,600,5041,5641,161.2
9326,Vèbre,115,2000,16562,18562,161.4
9327,Ventenac,235,0,6316,6316,26.9
9328,Verdun,208,5000,29955,34955,168.1
9329,Vernajoul,710,0,19083,19083,26.9
9330,Vernaux,34,5500,4897,10397,305.8
9331,Le Vernet,693,0,3120,3120,4.5
