COG,commune,population,subvention_commune,subvention_EPCI_distributed,total_subventions,total_subventions_parHab
45298,Saint-Pryvé-Saint-Mesmin,6200,157001,90685,247686,39.9
45299,Saint-Sigismond,270,0,381,381,1.4
45300,Sandillon,4209,91640,8183,99823,23.7
45301,Santeau,393,0,489,489,1.2
45302,Saran,16866,1083780,246693,1330473,78.9
45303,Sceaux-du-Gâtinais,613,0,6013,6013,9.8
45305,Seichebrières,220,0,428,428,1.9
45306,La Selle-en-Hermoy,778,0,2359,2359,3.0
45307,La Selle-sur-le-Bied,1131,0,3429,3429,3.0
45308,Semoy,3204,41675,46864,88539,27.6
45309,Sennely,680,0,5866,5866,8.6
45310,Sermaises,1703,0,2117,2117,1.2
45311,Sigloy,660,0,1283,1283,1.9
45312,Solterre,476,0,6413,6413,13.5
45313,Sougy,835,0,1177,1177,1.4
45314,Sully-la-Chapelle,453,0,881,881,1.9
45315,Sully-sur-Loire,5142,275895,30116,306011,59.5
45316,Sury-aux-Bois,775,0,1507,1507,1.9
45317,Tavers,1338,0,5513,5513,4.1
45320,Thignonville,388,0,482,482,1.2
45321,Thimory,691,0,7085,7085,10.3
45322,Thorailles,197,0,597,597,3.0
45323,Thou,213,0,2479,2479,11.6
45324,Tigy,2463,0,4789,4789,1.9
45325,Tivernon,282,0,1026,1026,3.6
45326,Tournoisis,383,0,540,540,1.4
45327,Traînou,3419,35452,10535,45987,13.5
45328,Treilles-en-Gâtinais,294,0,2884,2884,9.8
45329,Triguères,1267,0,3841,3841,3.0
45330,Trinay,210,0,296,296,1.4
45331,Vannes-sur-Cosson,602,0,3526,3526,5.9
45332,Varennes-Changy,1483,0,15206,15206,10.3
45333,Vennecy,2045,0,6301,6301,3.1
45334,Vieilles-Maisons-sur-Joudry,621,0,6367,6367,10.3
45335,Vienne-en-Val,1965,0,3820,3820,1.9
45336,Viglain,854,0,5002,5002,5.9
45337,Villamblain,279,0,393,393,1.4
45338,Villemandeur,6931,87480,93374,180854,26.1
45339,Villemoutiers,475,0,4870,4870,10.3
45340,Villemurlin,537,0,3145,3145,5.9
45341,Villeneuve-sur-Conie,192,0,271,271,1.4
45342,Villereau,401,0,1236,1236,3.1
45343,Villevoques,196,0,1922,1922,9.8
45344,Villorceau,1076,0,4434,4434,4.1
45345,Vimory,1101,0,14833,14833,13.5
45346,Vitry-aux-Loges,2212,0,4301,4301,1.9
45347,Vrigny,797,0,991,991,1.2
45348,Yèvre-la-Ville,666,2300,828,3128,4.7
46001,Albas,529,0,19234,19234,36.4
46002,Albiac,88,0,2599,2599,29.5
46003,Alvignac,694,0,22642,22642,32.6
46004,Anglars,221,0,6526,6526,29.5
46005,Anglars-Juillac,334,0,12144,12144,36.4
46006,Anglars-Nozac,397,0,11881,11881,29.9
46007,Arcambal,1000,0,8444,8444,8.4
46008,Les Arques,214,0,6052,6052,28.3
46009,Assier,707,0,20878,20878,29.5
46010,Aujols,376,0,2114,2114,5.6
46011,Autoire,376,0,12267,12267,32.6
46012,Aynac,558,0,16478,16478,29.5
46013,Bach,207,0,1164,1164,5.6
46015,Bagnac-sur-Célé,1481,0,43735,43735,29.5
46016,Baladou,391,0,12757,12757,32.6
46017,Bannes,145,0,4731,4731,32.6
46018,Le Bastit,141,0,4600,4600,32.6
46020,Beauregard,228,0,1282,1282,5.6
46021,Béduer,732,0,21616,21616,29.5
46022,Bélaye,204,0,7417,7417,36.4
46023,Belfort-du-Quercy,508,0,2856,2856,5.6
46024,Belmont-Bretenoux,406,0,13246,13246,32.6
46026,Belmont-Sainte-Foi,129,0,725,725,5.6
46027,Berganty,138,0,776,776,5.6
46028,Bétaille,1073,0,35007,35007,32.6
46029,Biars-sur-Cère,1968,39780,64207,103987,52.8
46030,Bio,343,0,11191,11191,32.6
46031,Blars,135,0,781,781,5.8
46032,Boissières,388,0,3276,3276,8.4
46033,Porte-du-Quercy,534,0,13126,13126,24.6
46034,Le Bourg,301,0,8889,8889,29.5
46035,Boussac,182,0,5375,5375,29.5
46036,Le Bouyssou,122,0,3603,3603,29.5
46037,Bouziès,94,0,794,794,8.4
46038,Bretenoux,1429,31130,46622,77752,54.4
46039,Brengues,197,0,5818,5818,29.5
46040,Cabrerets,222,0,1874,1874,8.4
46041,Cadrieu,168,0,4961,4961,29.5
46042,Cahors,19902,794236,168044,962280,48.4
46043,Cahus,185,0,6036,6036,32.6
46044,Caillac,590,0,4982,4982,8.4
46045,Cajarc,1134,0,33488,33488,29.5
46046,Calamane,458,0,3867,3867,8.4
46047,Calès,165,0,5383,5383,32.6
46049,Calvignac,241,0,7117,7117,29.5
46050,Cambayrac,135,0,4908,4908,36.4
46051,Cambes,347,0,10247,10247,29.5
46052,Camboulit,254,0,7501,7501,29.5
46053,Camburat,445,0,13141,13141,29.5
46054,Caniac-du-Causse,379,0,2193,2193,5.8
46055,Capdenac,1070,0,31598,31598,29.5
46056,Carayac,107,0,3160,3160,29.5
46057,Cardaillac,621,4422,18339,22761,36.7
46058,Carennac,426,0,13899,13899,32.6
46059,Carlucet,224,0,7308,7308,32.6
46060,Carnac-Rouffiac,230,0,8363,8363,36.4
46061,Cassagnes,174,0,6327,6327,36.4
46062,Castelfranc,425,0,15453,15453,36.4
46063,Castelnau-Montratier,1827,0,44908,44908,24.6
46064,Catus,919,0,7760,7760,8.4
46065,Cavagnac,415,0,13540,13540,32.6
46066,Cazals,651,0,18412,18412,28.3
46068,Cénevières,179,0,1006,1006,5.6
46069,Cézac,178,0,4375,4375,24.6
46070,Cieurac,647,0,5463,5463,8.4
46072,Concorès,303,0,9068,9068,29.9
46073,Concots,409,0,2299,2299,5.6
46074,Condat,399,0,13018,13018,32.6
46075,Corn,238,0,7028,7028,29.5
46076,Cornac,360,0,11745,11745,32.6
46078,Couzou,96,0,3132,3132,32.6
46079,Cras,99,0,573,573,5.8
46080,Crayssac,823,0,6949,6949,8.4
46081,Crégols,82,0,461,461,5.6
46082,Cremps,389,0,2187,2187,5.6
46083,Cressensac-Sarrazac,1154,0,37650,37650,32.6
46084,Creysse,311,0,10147,10147,32.6
46085,Cuzac,242,0,7146,7146,29.5
46086,Cuzance,655,0,21370,21370,32.6
46087,Dégagnac,637,0,18016,18016,28.3
46088,Douelle,834,0,7042,7042,8.4
46089,Duravel,946,0,34396,34396,36.4
46090,Durbans,160,0,4725,4725,29.5
46091,Escamps,209,0,1175,1175,5.6
46092,Esclauzels,218,0,1226,1226,5.6
46093,Espagnac-Sainte-Eulalie,92,0,2717,2717,29.5
46094,Espédaillac,282,0,8328,8328,29.5
46095,Espère,987,0,8334,8334,8.4
46096,Espeyroux,96,0,2835,2835,29.5
46097,Estal,106,0,3458,3458,32.6
46098,Fajoles,313,0,9367,9367,29.9
46100,Faycelles,722,0,21321,21321,29.5
46101,Felzins,467,0,13791,13791,29.5
46102,Figeac,9757,556042,288131,844173,86.5
46103,Saint-Paul-Flaugnac,981,0,24113,24113,24.6
46104,Flaujac-Gare,86,0,2540,2540,29.5
46105,Flaujac-Poujols,805,0,4526,4526,5.6
46106,Floirac,240,0,7830,7830,32.6
46107,Floressas,179,0,6508,6508,36.4
46108,Fons,403,0,11901,11901,29.5
46109,Fontanes,533,0,4500,4500,8.4
46111,Fourmagnac,176,0,5197,5197,29.5
46112,Francoulès,262,0,2212,2212,8.4
46113,Frayssinet,312,0,1805,1805,5.8
46114,Frayssinet-le-Gélat,375,0,10606,10606,28.3
46115,Frayssinhes,165,0,5383,5383,32.6
46116,Frontenac,70,0,2067,2067,29.5
46117,Gagnac-sur-Cère,657,0,21435,21435,32.6
46118,Gignac,683,0,22283,22283,32.6
46119,Gigouzac,304,0,2567,2567,8.4
46120,Gindou,357,0,10097,10097,28.3
46121,Ginouillac,141,0,816,816,5.8
46122,Gintrac,95,0,3099,3099,32.6
46123,Girac,353,0,11517,11517,32.6
46124,Glanes,296,0,9657,9657,32.6
46125,Gorses,340,0,10040,10040,29.5
46126,Goujounac,219,0,6194,6194,28.3
46127,Gourdon,4080,252090,122099,374189,91.7
46128,Gramat,3496,22150,114059,136209,39.0
46129,Gréalou,302,0,8918,8918,29.5
46130,Grézels,235,0,8544,8544,36.4
46131,Grèzes,158,0,4666,4666,29.5
46132,Issendolus,523,0,15445,15445,29.5
46133,Issepts,277,0,8180,8180,29.5
46134,Les Junies,252,0,2128,2128,8.4
46135,Labastide-du-Haut-Mont,44,0,1299,1299,29.5
46136,Labastide-du-Vert,276,0,2330,2330,8.4
46137,Labastide-Marnhac,1316,0,11112,11112,8.4
46138,Cœur de Causse,890,0,5149,5149,5.8
46139,Labathude,201,0,5936,5936,29.5
46140,Laburgade,374,0,2103,2103,5.6
46142,Lacapelle-Cabanac,172,0,6254,6254,36.4
46143,Lacapelle-Marival,1278,0,37740,37740,29.5
46144,Lacave,264,0,8613,8613,32.6
46145,Lachapelle-Auzac,796,14725,25970,40695,51.1
46146,Ladirat,89,0,2904,2904,32.6
46147,Lagardelle,124,0,4509,4509,36.4
46148,Lalbenque,1878,0,10558,10558,5.6
46149,Lamagdelaine,716,0,6046,6046,8.4
46151,Lamothe-Cassel,113,0,3382,3382,29.9
46152,Lamothe-Fénelon,318,0,10375,10375,32.6
46153,Lanzac,571,0,18629,18629,32.6
46154,Laramière,353,0,1030,1030,2.9
46155,Larnagol,136,0,4016,4016,29.5
46156,Bellefont-La Rauze,1188,0,10031,10031,8.4
46157,Larroque-Toirac,132,0,3898,3898,29.5
46159,Latouille-Lentillac,246,0,8026,8026,32.6
46160,Latronquière,429,0,12669,12669,29.5
46161,Lauresses,242,0,7146,7146,29.5
46162,Lauzès,205,0,1186,1186,5.8
46163,Laval-de-Cère,292,0,9527,9527,32.6
46164,Lavercantière,244,0,6901,6901,28.3
46165,Lavergne,485,0,15823,15823,32.6
46167,Lentillac-du-Causse,108,0,625,625,5.8
46168,Lentillac-Saint-Blaise,191,0,5640,5640,29.5
46169,Léobard,224,0,6335,6335,28.3
46170,Leyme,929,48740,27434,76174,82.0
46171,Lherm,234,0,1976,1976,8.4
46172,Lhospitalet,499,0,12266,12266,24.6
46173,Limogne-en-Quercy,842,0,4734,4734,5.6
46174,Linac,235,0,6940,6940,29.5
46175,Lissac-et-Mouret,943,0,27847,27847,29.5
46176,Livernon,720,0,21262,21262,29.5
46177,Loubressac,514,0,16770,16770,32.6
46178,Loupiac,273,0,8907,8907,32.6
46179,Lugagnac,134,0,753,753,5.6
46180,Lunan,614,0,18132,18132,29.5
46181,Lunegarde,94,0,544,544,5.8
46182,Luzech,1758,43173,63920,107093,60.9
46183,Marcilhac-sur-Célé,183,0,5404,5404,29.5
46184,Marminiac,348,0,9842,9842,28.3
46185,Martel,1639,0,53473,53473,32.6
46186,Masclat,356,0,11615,11615,32.6
46187,Mauroux,553,0,20107,20107,36.4
46188,Maxou,288,0,2432,2432,8.4
46189,Mayrinhac-Lentour,487,0,15889,15889,32.6
46190,Mechmont,126,0,1064,1064,8.4
46191,Mercuès,1125,0,9499,9499,8.4
46192,Meyronne,264,0,8613,8613,32.6
46193,Miers,448,0,14616,14616,32.6
46194,Milhac,199,0,5955,5955,29.9
46195,Molières,357,0,10542,10542,29.5
46196,Montamel,91,0,2723,2723,29.9
46197,Le Montat,1102,0,9305,9305,8.4
46198,Montbrun,111,0,3278,3278,29.5
46199,Montcabrier,342,0,12435,12435,36.4
46200,Montcléra,275,0,7778,7778,28.3
46201,Montcuq-en-Quercy-Blanc,1812,0,44540,44540,24.6
46202,Montdoumerc,570,0,3205,3205,5.6
46203,Montet-et-Bouxal,213,0,6290,6290,29.5
46204,Montfaucon,588,0,3402,3402,5.8
46205,Montgesty,320,0,2702,2702,8.4
46206,Montlauzun,121,0,2974,2974,24.6
46207,Montredon,301,0,8889,8889,29.5
46208,Montvalent,309,0,10081,10081,32.6
46209,Nadaillac-de-Rouge,170,0,5546,5546,32.6
46210,Nadillac,73,0,422,422,5.8
46211,Nuzéjouls,351,0,2964,2964,8.4
46212,Orniac,72,0,417,417,5.8
46213,Padirac,183,0,5971,5971,32.6
46214,Parnac,382,0,13889,13889,36.4
46215,Payrac,666,0,21729,21729,32.6
46216,Payrignac,654,0,19572,19572,29.9
46217,Pern,426,0,0,0,0.0
46218,Pescadoires,186,0,6763,6763,36.4
46219,Peyrilles,346,0,10355,10355,29.9
46220,Pinsac,771,0,25154,25154,32.6
46221,Planioles,549,0,16212,16212,29.5
46222,Pomarède,190,0,5374,5374,28.3
46223,Pontcirq,182,0,1537,1537,8.4
46224,Pradines,3600,30307,30397,60704,16.9
46225,Prayssac,2500,55267,90898,146165,58.5
46226,Prendeignes,232,0,6851,6851,29.5
46227,Promilhanes,229,0,668,668,2.9
46228,Prudhomat,735,0,23980,23980,32.6
46229,Puybrun,993,0,32397,32397,32.6
46230,Puyjourdes,90,0,2658,2658,29.5
46231,Puy-l'Évêque,1870,0,67992,67992,36.4
46232,Le Vignon-en-Quercy,955,0,31158,31158,32.6
46233,Quissac-en-Quercy,106,0,3130,3130,29.5
46234,Rampoux,102,0,2885,2885,28.3
46235,Reilhac,173,0,5109,5109,29.5
46236,Reilhaguet,151,0,4926,4926,32.6
46237,Reyrevignes,366,0,10808,10808,29.5
46238,Rignac,292,0,9527,9527,32.6
46239,Le Roc,208,0,6786,6786,32.6
46240,Rocamadour,604,0,19706,19706,32.6
46241,Rouffilhac,196,0,5866,5866,29.9
46242,Rudelle,185,0,5463,5463,29.5
46243,Rueyres,195,0,5758,5758,29.5
46244,Sabadel-Latronquière,93,0,2746,2746,29.5
46245,Sabadel-Lauzès,91,0,526,526,5.8
46246,Saignes,74,0,2414,2414,32.6
46247,Saillac,148,0,832,832,5.6
46249,Saint-Bressou,122,0,3603,3603,29.5
46250,Saint-Caprais,80,0,2263,2263,28.3
46251,Saint-Céré,3449,87725,112526,200251,58.1
46252,Les Pechs du Vers,306,0,1770,1770,5.8
46253,Saint-Chamarand,186,0,5566,5566,29.9
46254,Saint-Chels,142,0,4193,4193,29.5
46255,Saint-Cirgues,323,0,9538,9538,29.5
46256,Saint-Cirq-Lapopie,204,0,1722,1722,8.4
46257,Saint-Cirq-Madelon,154,0,4609,4609,29.9
46258,Saint-Cirq-Souillaguet,172,0,5147,5147,29.9
46259,Saint-Clair,141,0,4220,4220,29.9
46260,Sainte-Colombe,234,0,6910,6910,29.5
46262,Lendou-en-Quercy,620,0,15240,15240,24.6
46263,Barguelonne-en-Quercy,706,0,17354,17354,24.6
46264,Saint-Denis-Catus,203,0,1714,1714,8.4
46265,Saint-Denis-lès-Martel,334,0,10897,10897,32.6
46266,Saint-Félix,523,0,15445,15445,29.5
46267,Saint-Germain-du-Bel-Air,604,0,18075,18075,29.9
46268,Saint Géry-Vers,912,0,7701,7701,8.4
46269,Saint-Hilaire,62,0,1831,1831,29.5
46270,Saint-Jean-de-Laur,247,0,7294,7294,29.5
46271,Saint-Jean-Lespinasse,411,0,13409,13409,32.6
46272,Saint-Jean-Mirabel,309,0,9125,9125,29.5
46273,Saint-Laurent-les-Tours,845,0,27569,27569,32.6
46276,Saint-Martin-Labouval,196,0,1102,1102,5.6
46277,Saint-Martin-le-Redon,194,0,7054,7054,36.4
46279,Saint-Maurice-en-Quercy,205,0,6054,6054,29.5
46280,Saint-Médard,190,0,1604,1604,8.4
46281,Saint-Médard-de-Presque,201,0,6558,6558,32.6
46282,Saint-Médard-Nicourby,98,0,2894,2894,29.5
46283,Saint-Michel-de-Bannières,341,0,11125,11125,32.6
46284,Saint-Michel-Loubéjou,416,0,13572,13572,32.6
46286,Saint-Paul-de-Vern,174,0,5677,5677,32.6
46288,Saint-Perdoux,202,0,5965,5965,29.5
46289,Saint-Pierre-Toirac,164,0,4843,4843,29.5
46290,Saint-Projet,354,0,10594,10594,29.9
46292,Saint-Simon,194,0,5729,5729,29.5
46293,Saint-Sozy,486,0,15856,15856,32.6
46294,Saint-Sulpice,134,0,3957,3957,29.5
46295,Saint-Vincent-du-Pendit,226,0,7373,7373,32.6
46296,Saint-Vincent-Rive-d'Olt,432,0,15707,15707,36.4
46297,Salviac,1218,0,34448,34448,28.3
46299,Sauliac-sur-Célé,116,0,3426,3426,29.5
46301,Sauzet,533,0,19379,19379,36.4
46302,Sénaillac-Latronquière,129,0,3809,3809,29.5
46303,Sénaillac-Lauzès,145,0,839,839,5.8
46304,Séniergues,144,0,833,833,5.8
46305,Sérignac,334,0,12144,12144,36.4
46306,Sonac,93,0,2746,2746,29.5
46307,Soturac,638,0,23197,23197,36.4
46308,Soucirac,103,0,3082,3082,29.9
46309,Souillac,3199,84115,104370,188485,58.9
46310,Soulomès,133,0,769,769,5.8
46311,Sousceyrac-en-Quercy,1335,0,43555,43555,32.6
46312,Strenquels,264,0,8613,8613,32.6
46313,Tauriac,464,0,15138,15138,32.6
46314,Terrou,175,0,5168,5168,29.5
46315,Teyssieu,163,0,5318,5318,32.6
46316,Thédirac,298,0,8428,8428,28.3
46317,Thégra,488,0,15921,15921,32.6
46318,Thémines,242,0,7146,7146,29.5
46319,Théminettes,182,0,5375,5375,29.5
46320,Tour-de-Faure,320,0,2702,2702,8.4
46321,Touzac,361,0,13126,13126,36.4
46322,Trespoux-Rassiels,828,0,6991,6991,8.4
46323,Ussel,96,0,2873,2873,29.9
46324,Uzech,201,0,6015,6015,29.9
46328,Varaire,356,0,2001,2001,5.6
46329,Vaylats,327,0,1838,1838,5.6
46330,Vayrac,1279,0,41728,41728,32.6
46332,Viazac,339,0,10011,10011,29.5
46333,Vidaillac,184,0,1034,1034,5.6
46334,Le Vigan,1544,19830,46206,66036,42.8
46335,Villesèque,402,0,14616,14616,36.4
46336,Vire-sur-Lot,344,0,12508,12508,36.4
46337,Mayrac,256,0,8352,8352,32.6
46338,Bessonies,74,0,2185,2185,29.5
46339,Saint-Jean-Lagineste,389,0,12691,12691,32.6
46340,Saint-Pierre-Lafeuille,398,0,3361,3361,8.4
47001,Agen,32193,1547385,736959,2284344,71.0
47002,Agmé,106,0,1097,1097,10.3
47003,Agnac,476,0,8864,8864,18.6
47004,Aiguillon,3983,50961,38264,89225,22.4
47005,Allemans-du-Dropt,486,0,9051,9051,18.6
47006,Allez-et-Cazeneuve,609,0,4667,4667,7.7
47007,Allons,167,0,2818,2818,16.9
47008,Ambrus,109,0,1047,1047,9.6
47009,Andiran,258,0,1251,1251,4.8
47010,Antagnac,222,0,3746,3746,16.9
47011,Anthé,200,0,1152,1152,5.8
47012,Anzex,325,0,5484,5484,16.9
47013,Argenton,316,0,5332,5332,16.9
47014,Armillac,207,0,3855,3855,18.6
47015,Astaffort,2002,0,45830,45830,22.9
47016,Aubiac,1177,0,26944,26944,22.9
47017,Auradou,419,0,2414,2414,5.8
47018,Auriac-sur-Dropt,174,0,8571,8571,49.3
47019,Bajamont,1000,0,22892,22892,22.9
47020,Baleyssagues,188,0,9261,9261,49.3
47021,Barbaste,1498,0,7263,7263,4.8
47022,Bazens,504,0,4842,4842,9.6
47023,Beaugas,329,0,8401,8401,25.5
47024,Beaupuy,1678,0,17361,17361,10.3
47025,Beauville,552,0,12636,12636,22.9
47026,Beauziac,236,0,3982,3982,16.9
47027,Bias,2965,0,22722,22722,7.7
47028,Birac-sur-Trec,831,0,8598,8598,10.3
47029,Blanquefort-sur-Briolance,517,0,2978,2978,5.8
47030,Blaymont,215,0,4922,4922,22.9
47031,Boé,5784,116319,132407,248726,43.0
47032,Bon-Encontre,6386,170268,146188,316456,49.6
47033,Boudy-de-Beauregard,397,0,10137,10137,25.5
47034,Bouglon,651,0,10985,10985,16.9
47035,Bourgougnague,289,0,5382,5382,18.6
47036,Bourlens,373,0,2149,2149,5.8
47037,Bournel,252,0,6435,6435,25.5
47038,Bourran,612,0,5879,5879,9.6
47039,Boussès,41,0,692,692,16.9
47040,Brax,2103,0,48142,48142,22.9
47041,Bruch,692,0,3355,3355,4.8
47042,Brugnac,179,0,1445,1445,8.1
47043,Buzet-sur-Baïse,1246,0,6041,6041,4.8
47044,Cahuzac,310,0,7916,7916,25.5
47045,Calignac,489,0,2371,2371,4.8
47046,Calonges,589,0,6094,6094,10.3
47047,Cambes,176,0,3278,3278,18.6
47048,Cancon,1366,0,34880,34880,25.5
47049,Casseneuil,2340,0,17932,17932,7.7
47050,Cassignas,128,0,981,981,7.7
47051,Castelculier,2383,0,54551,54551,22.9
47052,Casteljaloux,4639,198077,78282,276359,59.6
47053,Castella,377,0,2889,2889,7.7
47054,Castelmoron-sur-Lot,1830,0,14768,14768,8.1
47055,Castelnaud-de-Gratecambe,516,0,13176,13176,25.5
47056,Castelnau-sur-Gupie,914,7960,9456,17416,19.1
47057,Castillonnès,1359,0,34701,34701,25.5
47058,Caubeyres,273,0,4607,4607,16.9
47059,Caubon-Saint-Sauveur,263,0,2721,2721,10.3
47060,Caudecoste,1133,0,25937,25937,22.9
47061,Caumont-sur-Garonne,815,0,8432,8432,10.3
47062,Cauzac,413,0,9454,9454,22.9
47063,Cavarc,158,0,4034,4034,25.5
47064,Cazideroque,246,0,1417,1417,5.8
47065,Clairac,2576,0,26652,26652,10.3
47066,Clermont-Dessous,810,0,7782,7782,9.6
47067,Clermont-Soubiran,405,0,43514,43514,107.4
47068,Cocumont,1110,0,11484,11484,10.3
47069,Colayrac-Saint-Cirq,3106,0,71102,71102,22.9
47070,Condezaygues,837,0,4822,4822,5.8
47071,Coulx,254,0,2050,2050,8.1
47072,Courbiac,108,0,622,622,5.8
47073,Cours,193,0,1854,1854,9.6
47074,Couthures-sur-Garonne,366,0,3787,3787,10.3
47075,La Croix-Blanche,1081,0,8284,8284,7.7
47076,Cuq,280,0,6410,6410,22.9
47077,Cuzorn,850,0,4897,4897,5.8
47078,Damazan,1353,17400,12998,30398,22.5
47079,Dausse,537,0,3094,3094,5.8
47080,Dévillac,157,0,4009,4009,25.5
47081,Dolmayrac,714,0,5472,5472,7.7
47082,Dondas,216,0,4945,4945,22.9
47083,Doudrac,108,0,2758,2758,25.5
47084,Douzains,261,0,6664,6664,25.5
47085,Durance,268,0,4522,4522,16.9
47086,Duras,1206,37140,59408,96548,80.1
47087,Engayrac,159,0,3640,3640,22.9
47088,Escassefort,654,0,6766,6766,10.3
47089,Esclottes,163,0,8029,8029,49.3
47090,Espiens,358,0,1736,1736,4.8
47091,Estillac,2392,0,54757,54757,22.9
47092,Fals,405,0,9271,9271,22.9
47093,Fargues-sur-Ourbise,341,0,5754,5754,16.9
47094,Fauguerolles,827,0,8556,8556,10.3
47095,Fauillet,857,0,8867,8867,10.3
47096,Ferrensac,202,0,5158,5158,25.5
47097,Feugarolles,1015,0,4921,4921,4.8
47098,Fieux,327,0,1585,1585,4.8
47099,Fongrave,625,0,4790,4790,7.7
47100,Foulayronnes,5480,87730,125448,213178,38.9
47101,Fourques-sur-Garonne,1307,0,13522,13522,10.3
47102,Francescas,732,0,3549,3549,4.8
47103,Fréchou,223,0,1081,1081,4.8
47104,Frégimont,272,0,2613,2613,9.6
47105,Frespech,283,0,1630,1630,5.8
47106,Fumel,4696,120963,27053,148016,31.5
47107,Galapian,334,0,3209,3209,9.6
47108,Gaujac,241,0,2493,2493,10.3
47109,Gavaudun,304,0,7762,7762,25.5
47110,Gontaud-de-Nogaret,1641,0,16978,16978,10.3
47111,Granges-sur-Lot,589,0,5658,5658,9.6
47112,Grateloup-Saint-Gayrand,470,0,4863,4863,10.3
47113,Grayssas,147,0,15794,15794,107.4
47114,Grézet-Cavagnan,403,0,6801,6801,16.9
47115,Guérin,247,0,4168,4168,16.9
47117,Hautefage-la-Tour,1028,0,7878,7878,7.7
47118,Hautesvignes,166,0,1340,1340,8.1
47119,Houeillès,550,0,9281,9281,16.9
47120,Jusix,94,0,973,973,10.4
47121,Labastide-Castel-Amouroux,317,0,5349,5349,16.9
47122,Labretonie,169,0,1364,1364,8.1
47123,Lacapelle-Biron,399,0,2299,2299,5.8
47124,Lacaussade,208,0,5311,5311,25.5
47125,Lacépède,316,0,3036,3036,9.6
47126,Lachapelle,101,0,1881,1881,18.6
47127,Lafitte-sur-Lot,814,0,8422,8422,10.3
47128,Lafox,1079,0,24700,24700,22.9
47129,Lagarrigue,274,0,2632,2632,9.6
47130,Lagruère,343,0,3549,3549,10.3
47131,Lagupie,686,0,7097,7097,10.3
47132,Lalandusse,221,0,5643,5643,25.5
47133,Lamontjoie,555,0,2691,2691,4.8
47134,Lannes,361,0,1750,1750,4.8
47135,Laparade,395,0,3188,3188,8.1
47136,Laperche,141,0,2626,2626,18.6
47137,Laplume,1335,0,30561,30561,22.9
47138,Laroque-Timbaut,1589,0,12177,12177,7.7
47139,Lasserre,98,0,475,475,4.8
47140,Laugnac,692,0,6648,6648,9.6
47141,Laussou,275,0,7022,7022,25.5
47142,Lauzun,731,0,13613,13613,18.6
47143,Lavardac,2297,0,11137,11137,4.8
47144,Lavergne,559,0,10410,10410,18.6
47145,Layrac,3913,138680,89576,228256,58.3
47146,Lédat,1430,0,10959,10959,7.7
47147,Lévignac-de-Guyenne,678,0,33399,33399,49.3
47148,Leyritz-Moncassin,206,0,3476,3476,16.9
47150,Longueville,375,0,3880,3880,10.3
47151,Loubès-Bernac,409,0,20148,20148,49.3
47152,Lougratte,422,0,10776,10776,25.5
47154,Lusignan-Petit,363,0,3487,3487,9.6
47155,Madaillan,664,0,6379,6379,9.6
47156,Marcellus,874,0,9043,9043,10.3
47157,Marmande,17361,935235,179620,1114855,64.2
47158,Marmont-Pachas,165,0,3777,3777,22.9
47159,Le Mas-d'Agenais,1486,0,15374,15374,10.3
47160,Masquières,175,0,1008,1008,5.8
47161,Massels,118,0,680,680,5.8
47162,Massoulès,201,0,1158,1158,5.8
47163,Mauvezin-sur-Gupie,611,0,6322,6322,10.3
47164,Mazières-Naresse,99,0,2528,2528,25.5
47165,Meilhan-sur-Garonne,1330,0,13760,13760,10.3
47167,Mézin,1455,0,7054,7054,4.8
47168,Miramont-de-Guyenne,3082,119534,57396,176930,57.4
47169,Moirax,1199,0,27447,27447,22.9
47170,Monbahus,628,0,16036,16036,25.5
47171,Monbalen,449,0,3441,3441,7.7
47172,Moncaut,573,0,2778,2778,4.8
47173,Monclar,898,0,7247,7247,8.1
47174,Moncrabeau,741,0,3593,3593,4.8
47175,Monflanquin,2358,0,60210,60210,25.5
47176,Montgaillard-en-Albret,167,0,810,810,4.9
47177,Monheurt,193,0,1854,1854,9.6
47178,Monségur,400,0,10214,10214,25.5
47179,Monsempron-Libos,2104,0,12121,12121,5.8
47180,Montagnac-sur-Auvignon,641,0,3108,3108,4.8
47181,Montagnac-sur-Lède,271,0,6920,6920,25.5
47182,Montastruc,233,0,1880,1880,8.1
47183,Montauriol,222,0,5669,5669,25.5
47184,Montaut,255,0,6511,6511,25.5
47185,Montayral,2667,0,15364,15364,5.8
47186,Montesquieu,744,0,3607,3607,4.8
47187,Monteton,324,0,15960,15960,49.3
47188,Montignac-de-Lauzun,286,0,5326,5326,18.6
47189,Montignac-Toupinerie,139,0,2589,2589,18.6
47190,Montpezat,562,0,5399,5399,9.6
47191,Montpouillan,817,0,8453,8453,10.3
47192,Monviel,77,0,1966,1966,25.5
47193,Moulinet,197,0,5030,5030,25.5
47194,Moustier,318,0,5922,5922,18.6
47195,Nérac,6937,124279,33634,157913,22.8
47196,Nicole,239,0,2296,2296,9.6
47197,Nomdieu,252,0,1222,1222,4.8
47198,Pailloles,314,0,8018,8018,25.5
47199,Pardaillan,334,0,16453,16453,49.3
47200,Parranquet,115,0,2936,2936,25.5
47201,Le Passage,9360,154949,214268,369217,39.4
47202,Paulhiac,307,0,7839,7839,25.5
47203,Penne-d'Agenais,2495,0,14373,14373,5.8
47204,Peyrière,290,0,5401,5401,18.6
47205,Pindères,190,0,3206,3206,16.9
47206,Pinel-Hauterive,572,0,4616,4616,8.1
47207,Pompiey,213,0,1033,1033,4.8
