Type,Code,Français,Etrangers,Ensemble,Français de naissance,Français par acquisition,Portugais,Italiens,Espagnols,Autres nationalités de l'UE,Autres nationalités d'Europe,Algériens,Marocains,Tunisiens,Autres nationalités d'Afrique,Turcs,Autres nationalités
com-,37033,219,7,226,212.91,6.09,1.52,0.19,0.13,0.7,0.76,0.68,0.54,0.15,1.32,0.14,0.86
com-,54393,521,1,522,497.72,23.28,0.19,0.09,0.03,0.16,0.08,0.11,0.08,0.02,0.08,0.07,0.1
com-,73262,472,18,490,454.91,17.09,3.25,2.5,0.48,2.41,2.42,1.46,1.03,0.43,1.09,1.44,1.48
com-,25377,232,2,234,222.22,9.78,0.25,0.18,0.07,0.12,0.37,0.26,0.23,0.03,0.12,0.24,0.13
com-,91129,3228,197,3425,2941.96,286.04,37.94,5.48,3.58,13.76,8.26,18.74,12.14,11.03,56.96,8.46,20.66
com-,52469,722,1,723,706.56,15.44,0.09,0.04,0.03,0.12,0.1,0.16,0.08,0.03,0.16,0.05,0.14
com-,37228,1107,11,1118,1076.23,30.77,2.39,0.3,0.2,1.1,1.19,1.06,0.86,0.24,2.07,0.23,1.36
com-,12137,860,13,873,837.79,22.21,2.05,0.32,0.83,2.45,1.83,0.59,1.08,0.21,1.29,0.37,1.98
com-,3235,931,25,956,906.4,24.6,3.98,0.7,0.54,3.77,2.96,1.53,1.47,0.79,4.36,1.03,3.86
com-,21172,271,4,275,262.08,8.92,0.6,0.22,0.19,0.38,0.48,0.31,0.54,0.07,0.55,0.18,0.48
com-,10360,997,3,1000,959.65,37.35,0.44,0.09,0.1,0.22,0.29,0.19,0.36,0.09,0.56,0.16,0.5
com-,21173,578,18,596,558.98,19.02,2.68,0.98,0.87,1.71,2.18,1.4,2.43,0.31,2.48,0.79,2.17
com-,28039,1641,52,1693,1577.95,63.05,9.46,1.31,1.45,3.53,1.93,4,8.65,2.31,11.08,3.22,5.06
com-,62675,286,0,286,281.98,4.02,0,0,0,0,0,0,0,0,0,0,0
com-,65280,429,6,435,414.55,14.45,1.22,0.18,0.66,0.66,1.06,0.23,0.5,0.11,0.58,0.02,0.77
com-,86133,3376,53,3429,3313.93,62.07,4.95,1.04,1.18,6.89,17.34,2.8,2.65,0.8,7.77,0.34,7.25
com-,64310,468,11,479,453.32,14.68,2.51,0.29,3.92,1.1,0.9,0.18,0.53,0.06,0.44,0.02,1.06
com-,58062,1768,89,1857,1723.54,44.46,9.07,1.84,1.42,20.26,9.73,3.73,8.03,2.02,14.37,4.34,14.19
com-,5140,330,5,335,319.81,10.19,0.5,0.59,0.14,0.95,0.58,0.3,0.29,0.26,0.72,0.2,0.48
com-,37105,260,12,272,252.77,7.23,2.61,0.33,0.22,1.2,1.3,1.16,0.93,0.26,2.26,0.25,1.48
com-,22201,744,13,757,733.53,10.47,1.09,0.27,0.21,2.84,3.37,0.36,0.51,0.27,2.41,0.29,1.4
com-,71513,1106,26,1132,1066.37,39.63,4.08,2.03,0.98,2.9,3.48,2.41,1.8,1.33,2.72,1.95,2.32
com-,50271,62,26,88,61.42,0.58,0.84,0.49,0.44,4.3,11.27,0.64,0.77,0.43,3.23,0.14,3.44
com-,24019,422,27,449,411.69,10.31,3.5,0.49,0.73,5.77,9.37,0.58,1.84,0.19,1.81,0.32,2.4
com-,86297,6154,91,6245,6040.86,113.14,8.5,1.78,2.03,11.82,29.78,4.81,4.55,1.37,13.34,0.58,12.44
com-,35274,1002,21,1023,985.68,16.32,1.81,0.59,0.84,3.48,2.45,0.88,1.47,0.61,4.32,0.64,3.91
com-,87181,751,53,804,735.43,15.57,4.68,0.52,0.99,7.93,26.25,2.31,1.52,0.21,3.32,0.99,4.27
com-,30002,754,23,777,723.16,30.84,2.23,0.91,2.36,4.24,1.84,2.22,5.83,0.41,0.83,0.48,1.65
com-,64487,192,3,195,185.98,6.02,0.68,0.08,1.07,0.3,0.24,0.05,0.14,0.02,0.12,0.01,0.29
com-,11064,329,56,385,314.79,14.21,5.7,1.48,4.05,13.21,12.07,2.62,6.93,0.42,2.66,0.39,6.48
com-,55453,61,0,61,59.59,1.41,0,0,0,0,0,0,0,0,0,0,0
com-,17465,598,12,610,588.72,9.28,1.84,0.27,0.42,2.46,2.84,0.35,0.55,0.22,1.4,0.25,1.42
com-,70040,239,1,240,232.97,6.03,0.12,0.04,0.02,0.12,0.14,0.07,0.15,0.01,0.1,0.11,0.12
com-,2545,186,1,187,181.8,4.2,0.13,0.03,0.04,0.12,0.04,0.08,0.13,0.03,0.2,0.07,0.12
com-,71515,101,2,103,97.38,3.62,0.31,0.16,0.08,0.22,0.27,0.19,0.14,0.1,0.21,0.15,0.18
com-,38300,370,7,377,350.36,19.64,1.11,0.73,0.27,0.65,0.47,1.09,0.4,0.39,0.67,0.62,0.59
com-,60591,1573,39,1612,1500.61,72.39,5.92,1.37,1.2,2.73,1.53,3.91,4.95,1.12,8.89,2.83,4.55
com-,28052,722,15,737,694.26,27.74,2.73,0.38,0.42,1.02,0.56,1.15,2.5,0.67,3.2,0.93,1.46
com-,31476,900,27,927,856.86,43.14,4.11,1.35,2.57,3.52,2.2,3.06,2.8,0.81,2.94,0.51,3.13
com-,60161,71,0,71,67.73,3.27,0,0,0,0,0,0,0,0,0,0,0
com-,14520,845,4,849,830.11,14.89,0.26,0.12,0.08,0.58,0.62,0.31,0.25,0.15,0.74,0.21,0.67
com-,25479,386,3,389,369.73,16.27,0.37,0.27,0.11,0.18,0.55,0.39,0.35,0.05,0.19,0.36,0.19
com-,49228,5234,239,5473,5163.23,70.77,28.82,7.09,7.91,47.44,29.66,9.07,16.89,7.05,41.74,7.7,35.62
com-,46236,142,9,151,137.82,4.18,1.33,0.24,0.35,2.44,2.35,0.18,0.48,0.08,0.62,0.07,0.85
com-,12193,278,9,287,270.82,7.18,1.42,0.22,0.57,1.69,1.26,0.41,0.74,0.14,0.89,0.26,1.37
com-,43253,189,2,191,185.43,3.57,0.34,0.09,0.05,0.24,0.28,0.07,0.29,0.04,0.24,0.13,0.24
com-,71563,77,0,77,74.24,2.76,0,0,0,0,0,0,0,0,0,0,0
com-,23031,1199,40,1239,1178.11,20.89,2.3,0.61,0.53,8.09,16.8,0.67,0.85,0.15,4.38,2.23,3.4
com-,54025,1674,22,1696,1599.19,74.81,4.21,2.01,0.58,3.57,1.66,2.34,1.8,0.35,1.82,1.48,2.16
com-,60345,192,2,194,183.16,8.84,0.3,0.07,0.06,0.14,0.08,0.2,0.25,0.06,0.46,0.14,0.23
com-,48116,507,30,537,496,11,11.37,0.61,0.96,3.72,3.03,0.81,2.26,0.3,2.94,0.44,3.57
com-,39569,640,9,649,620.17,19.83,1.68,0.4,0.26,0.64,1.53,0.69,0.93,0.16,0.79,1.29,0.62
com-,62526,147,0,147,144.93,2.07,0,0,0,0,0,0,0,0,0,0,0
com-,31467,6143,304,6447,5848.52,294.48,46.32,15.16,28.96,39.59,24.78,34.47,31.52,9.14,33.09,5.75,35.21
com-,82057,690,5,695,664.1,25.9,0.78,0.15,0.52,1.13,0.76,0.15,0.88,0.06,0.23,0.03,0.31
com-,43186,407,6,413,399.32,7.68,1.01,0.27,0.16,0.71,0.83,0.22,0.86,0.11,0.72,0.39,0.72
com-,77388,776,32,808,711.93,64.07,6.29,1.03,0.79,2.43,1.33,2.8,1.93,1.17,8.61,1.47,4.16
com-,89202,238,5,243,228.19,9.81,0.83,0.14,0.16,0.44,0.36,0.25,0.77,0.33,0.88,0.33,0.5
com-,14006,1058,12,1070,1039.35,18.65,0.79,0.37,0.24,1.74,1.85,0.92,0.76,0.46,2.21,0.63,2.01
com-,44041,6242,100,6342,6138.73,103.27,9.4,3.09,3.01,20.13,8.36,6.62,4.9,4.18,23.55,4.16,12.59
com-,25044,60,0,60,57.47,2.53,0,0,0,0,0,0,0,0,0,0,0
com-,78237,154,6,160,141.07,12.93,1.01,0.17,0.18,0.47,0.28,0.57,0.8,0.25,1.4,0.17,0.7
com-,2121,218,1,219,213.08,4.92,0.13,0.03,0.04,0.12,0.04,0.08,0.13,0.03,0.2,0.07,0.12
com-,80364,690,2,692,681.91,8.09,0.32,0.05,0.08,0.37,0.17,0.14,0.16,0.11,0.3,0.1,0.23
com-,37041,321,4,325,312.08,8.92,0.87,0.11,0.07,0.4,0.43,0.39,0.31,0.09,0.75,0.08,0.49
com-,47225,2061,30,2091,1966.64,94.36,7.3,1.01,2.23,3.58,4.77,0.89,6.65,0.26,1.75,0.03,1.53
com-,82145,362,17,379,348.41,13.59,2.66,0.51,1.75,3.83,2.58,0.5,2.98,0.22,0.79,0.11,1.06
com-,62851,883,5,888,870.59,12.41,0.18,0.23,0.1,0.66,0.36,0.79,1.07,0.19,0.73,0.17,0.53
com-,55460,138,1,139,134.82,3.18,0.05,0.04,0.03,0.43,0.08,0.04,0.05,0.01,0.11,0.08,0.08
com-,41077,118,1,119,114.37,3.63,0.18,0.02,0.03,0.07,0.06,0.06,0.13,0.02,0.19,0.12,0.11
com-,33270,191,0,191,184.54,6.46,0,0,0,0,0,0,0,0,0,0,0
com-,55078,305,6,311,297.97,7.03,0.3,0.23,0.2,2.58,0.48,0.25,0.28,0.07,0.66,0.46,0.5
com-,39409,134,0,134,129.85,4.15,0,0,0,0,0,0,0,0,0,0,0
com-,57584,584,47,631,549.87,34.13,3.96,6.69,1.25,13.33,5.24,4.91,2.98,0.45,2,3.29,2.88
com-,72019,333,2,335,328.31,4.69,0.24,0.04,0.06,0.24,0.22,0.11,0.18,0.06,0.56,0.07,0.22
com-,14106,649,2,651,637.56,11.44,0.13,0.06,0.04,0.29,0.31,0.15,0.13,0.08,0.37,0.11,0.33
com-,61485,179,16,195,175.42,3.58,0.93,0.3,0.26,1.87,2.91,0.87,1.3,0.61,2.33,2.29,2.34
com-,72105,458,2,460,451.55,6.45,0.24,0.04,0.06,0.24,0.22,0.11,0.18,0.06,0.56,0.07,0.22
com-,62481,141,2,143,139.02,1.98,0.07,0.09,0.04,0.26,0.14,0.32,0.43,0.08,0.29,0.07,0.21
com-,5058,186,3,189,180.26,5.74,0.3,0.35,0.08,0.57,0.35,0.18,0.17,0.16,0.43,0.12,0.29
com-,57247,80,0,80,75.33,4.67,0,0,0,0,0,0,0,0,0,0,0
com-,16353,816,16,832,798.03,17.97,1.46,0.21,0.37,2.03,6.09,0.81,0.87,0.39,2.02,0.17,1.58
com-,32012,1080,47,1127,1045.13,34.87,7.22,1.36,4.53,10,12.21,1.04,3.75,0.6,2.36,0.06,3.88
com-,2B287,129,0,129,124.97,4.03,0,0,0,0,0,0,0,0,0,0,0
com-,70024,430,2,432,419.15,10.85,0.24,0.08,0.04,0.25,0.29,0.14,0.29,0.03,0.2,0.22,0.23
com-,47213,947,48,995,903.64,43.36,11.68,1.62,3.57,5.73,7.63,1.43,10.63,0.42,2.8,0.04,2.45
com-,59456,5960,200,6160,5798.6,161.4,13.2,11.73,5.02,44.12,6.66,36.52,34.54,5.18,21.68,3.14,18.22
com-,21642,401,7,408,387.81,13.19,1.04,0.38,0.34,0.67,0.85,0.54,0.95,0.12,0.96,0.31,0.84
com-,82120,287,10,297,276.23,10.77,1.57,0.3,1.03,2.25,1.52,0.29,1.75,0.13,0.46,0.07,0.63
com-,55192,36,0,36,35.17,0.83,0,0,0,0,0,0,0,0,0,0,0
com-,27663,169,1,170,164.23,4.77,0.13,0.02,0.03,0.07,0.05,0.09,0.09,0.03,0.27,0.1,0.11
com-,43260,22,0,22,21.58,0.42,0,0,0,0,0,0,0,0,0,0,0
com-,76121,371,0,371,362.53,8.47,0,0,0,0,0,0,0,0,0,0,0
com-,27246,1797,13,1810,1746.26,50.74,1.64,0.28,0.37,0.93,0.71,1.14,1.22,0.33,3.55,1.34,1.49
com-,16026,1382,19,1401,1351.57,30.43,1.73,0.25,0.44,2.41,7.24,0.97,1.03,0.46,2.4,0.21,1.87
com-,27114,1168,44,1212,1135.02,32.98,5.54,0.96,1.25,3.14,2.41,3.85,4.14,1.11,12.02,4.52,5.05
com-,34108,22804,984,23788,21830.97,973.03,80.8,54.23,114.56,197.28,106.93,64.43,211.18,13.4,48.64,15.41,77.13
com-,90051,437,9,446,413.46,23.54,0.41,0.51,0.22,0.58,1.25,1.69,0.83,0.21,1.11,0.99,1.2
com-,77165,598,21,619,548.63,49.37,4.13,0.67,0.52,1.59,0.87,1.84,1.26,0.77,5.65,0.96,2.73
com-,40167,619,34,653,602.55,16.45,12.05,0.92,4.11,5.16,3.03,0.62,2.2,0.34,2.47,0.09,3.01
com-,25634,659,10,669,631.22,27.78,1.24,0.89,0.37,0.59,1.83,1.31,1.16,0.16,0.62,1.19,0.64
com-,33195,1175,34,1209,1135.28,39.72,6.87,0.98,2.52,4.38,2.2,2.12,5.14,0.78,3.96,1.72,3.33
com-,51610,404,2,406,393.85,10.15,0.38,0.08,0.07,0.19,0.21,0.17,0.18,0.05,0.28,0.09,0.29
com-,69255,6075,123,6198,5726.5,348.5,15.82,9.02,4.19,8.96,8.71,23.61,6.88,10.77,15.1,7.38,12.58
com-,71363,78,2,80,75.21,2.79,0.31,0.16,0.08,0.22,0.27,0.19,0.14,0.1,0.21,0.15,0.18
com-,49012,341,8,349,336.39,4.61,0.96,0.24,0.26,1.59,0.99,0.3,0.57,0.24,1.4,0.26,1.19
com-,27492,329,0,329,319.71,9.29,0,0,0,0,0,0,0,0,0,0,0
com-,56222,2786,74,2860,2753.51,32.49,3.89,2.03,1.45,15.24,20.88,1.61,1.75,1.3,12.73,4.3,8.8
com-,14078,357,1,358,350.71,6.29,0.07,0.03,0.02,0.15,0.15,0.08,0.06,0.04,0.18,0.05,0.17
com-,37218,565,12,577,549.3,15.7,2.61,0.33,0.22,1.2,1.3,1.16,0.93,0.26,2.26,0.25,1.48
com-,51102,498,6,504,485.49,12.51,1.15,0.25,0.21,0.57,0.64,0.51,0.55,0.15,0.83,0.27,0.88
com-,89237,476,18,494,456.37,19.63,2.99,0.51,0.57,1.58,1.28,0.91,2.77,1.2,3.18,1.19,1.81
com-,18178,186,6,192,181.35,4.65,1.42,0.21,0.25,0.79,0.5,0.41,0.43,0.25,0.67,0.37,0.69
com-,54327,621,3,624,593.25,27.75,0.57,0.27,0.08,0.49,0.23,0.32,0.25,0.05,0.25,0.2,0.3
com-,57726,388,1,389,365.33,22.67,0.08,0.14,0.03,0.28,0.11,0.1,0.06,0.01,0.04,0.07,0.06
com-,78278,532,36,568,487.33,44.67,6.04,1.03,1.05,2.83,1.7,3.4,4.81,1.49,8.43,1.02,4.2
com-,23028,113,4,117,111.03,1.97,0.23,0.06,0.05,0.81,1.68,0.07,0.08,0.02,0.44,0.22,0.34
com-,39060,59,1,60,57.17,1.83,0.19,0.04,0.03,0.07,0.17,0.08,0.1,0.02,0.09,0.14,0.07
com-,72038,531,3,534,523.52,7.48,0.36,0.07,0.1,0.35,0.33,0.16,0.27,0.09,0.83,0.11,0.33
com-,10262,376,7,383,361.91,14.09,1.04,0.2,0.24,0.51,0.68,0.45,0.84,0.2,1.3,0.38,1.17
com-,78642,14534,1578,16112,13313.7,1220.3,264.74,45,46.18,124.04,74.68,148.85,210.72,65.52,369.46,44.69,184.13
com-,38291,1031,21,1052,976.26,54.74,3.34,2.18,0.81,1.94,1.42,3.28,1.2,1.16,2.02,1.85,1.78
com-,49163,2772,20,2792,2734.52,37.48,2.41,0.59,0.66,3.97,2.48,0.76,1.41,0.59,3.49,0.64,2.98
com-,8142,1964,25,1989,1908.57,55.43,1.56,1.47,0.5,9.54,1.11,4.12,1.6,0.28,1.68,1.49,1.66
com-,76039,1196,14,1210,1168.69,27.31,1.14,0.42,0.32,0.97,0.73,2.21,1.84,0.82,3.26,0.6,1.68
com-,63208,337,5,342,326.72,10.28,1.76,0.18,0.22,0.55,0.42,0.3,0.29,0.09,0.42,0.31,0.47
com-,22210,2943,42,2985,2901.57,41.43,3.51,0.86,0.67,9.17,10.9,1.16,1.64,0.87,7.77,0.92,4.52
com-,60164,840,17,857,801.34,38.66,2.58,0.6,0.52,1.19,0.67,1.7,2.16,0.49,3.88,1.23,1.99
com-,21207,76,0,76,73.5,2.5,0,0,0,0,0,0,0,0,0,0,0
com-,46082,371,18,389,360.09,10.91,2.65,0.49,0.7,4.88,4.71,0.37,0.96,0.16,1.24,0.13,1.7
com-,31337,84,1,85,79.97,4.03,0.15,0.05,0.1,0.13,0.08,0.11,0.1,0.03,0.11,0.02,0.12
com-,38397,6907,180,7087,6540.3,366.7,28.67,18.71,6.97,16.67,12.15,28.09,10.31,9.95,17.34,15.85,15.29
com-,46247,139,9,148,134.91,4.09,1.33,0.24,0.35,2.44,2.35,0.18,0.48,0.08,0.62,0.07,0.85
com-,80219,66,0,66,65.23,0.77,0,0,0,0,0,0,0,0,0,0,0
com-,54255,82,0,82,78.34,3.66,0,0,0,0,0,0,0,0,0,0,0
com-,53005,2290,34,2324,2256.67,33.33,1.64,0.64,0.68,3.93,8.87,1.78,2.31,1.02,9.15,0.41,3.57
com-,29076,4696,37,4733,4642.55,53.45,3.44,0.8,0.94,9.49,7.71,0.87,0.98,0.71,5.06,1.04,5.95
com-,45340,518,19,537,492.15,25.85,4.31,0.58,0.72,1.05,0.7,1.1,2.29,0.46,4.33,1.77,1.69
com-,23196,249,3,252,244.66,4.34,0.17,0.05,0.04,0.61,1.26,0.05,0.06,0.01,0.33,0.17,0.25
com-,28008,207,3,210,199.05,7.95,0.55,0.08,0.08,0.2,0.11,0.23,0.5,0.13,0.64,0.19,0.29
com-,33363,4580,138,4718,4425.18,154.82,27.87,3.99,10.24,17.8,8.92,8.61,20.87,3.16,16.07,6.98,13.5
com-,52502,62,1,63,60.67,1.33,0.09,0.04,0.03,0.12,0.1,0.16,0.08,0.03,0.16,0.05,0.14
com-,65154,40,6,46,38.65,1.35,1.22,0.18,0.66,0.66,1.06,0.23,0.5,0.11,0.58,0.02,0.77
com-,50387,343,6,349,339.79,3.21,0.19,0.11,0.1,0.99,2.6,0.15,0.18,0.1,0.74,0.03,0.79
com-,24218,1022,118,1140,997.03,24.97,15.31,2.15,3.21,25.21,40.94,2.54,8.04,0.82,7.91,1.4,10.48
com-,57064,290,5,295,273.05,16.95,0.42,0.71,0.13,1.42,0.56,0.52,0.32,0.05,0.21,0.35,0.31
com-,12223,1486,111,1597,1447.63,38.37,17.48,2.76,7.09,20.88,15.59,5.07,9.18,1.78,11.02,3.2,16.94
com-,31216,405,10,415,385.59,19.41,1.52,0.5,0.95,1.3,0.82,1.13,1.04,0.3,1.09,0.19,1.16
com-,25584,121,4,125,115.9,5.1,0.5,0.35,0.15,0.24,0.73,0.52,0.46,0.06,0.25,0.48,0.26
com-,2482,58,0,58,56.69,1.31,0,0,0,0,0,0,0,0,0,0,0
com-,71247,349,2,351,336.49,12.51,0.31,0.16,0.08,0.22,0.27,0.19,0.14,0.1,0.21,0.15,0.18
com-,25187,504,2,506,482.76,21.24,0.25,0.18,0.07,0.12,0.37,0.26,0.23,0.03,0.12,0.24,0.13
com-,17325,472,29,501,464.68,7.32,4.45,0.65,1,5.94,6.86,0.85,1.32,0.53,3.38,0.6,3.42
com-,52286,77,0,77,75.35,1.65,0,0,0,0,0,0,0,0,0,0,0
com-,36224,1091,29,1120,1066.08,24.92,2.36,0.99,0.65,4.25,5.27,1.99,2.91,0.53,5,0.54,4.5
com-,33385,580,21,601,560.39,19.61,4.24,0.61,1.56,2.71,1.36,1.31,3.18,0.48,2.45,1.06,2.05
com-,82025,3720,163,3883,3580.36,139.64,25.53,4.92,16.81,36.69,24.78,4.79,28.56,2.09,7.56,1.07,10.2
com-,60436,80,0,80,76.32,3.68,0,0,0,0,0,0,0,0,0,0,0
com-,47317,491,53,544,468.52,22.48,12.9,1.79,3.94,6.33,8.42,1.58,11.74,0.46,3.09,0.05,2.71
com-,55183,35,2,37,34.19,0.81,0.1,0.08,0.07,0.86,0.16,0.08,0.09,0.02,0.22,0.15,0.17
com-,40196,552,9,561,537.33,14.67,3.19,0.24,1.09,1.37,0.8,0.16,0.58,0.09,0.65,0.02,0.8
com-,59643,222,11,233,215.99,6.01,0.73,0.65,0.28,2.43,0.37,2.01,1.9,0.28,1.19,0.17,1
com-,38521,62,2,64,58.71,3.29,0.32,0.21,0.08,0.19,0.14,0.31,0.11,0.11,0.19,0.18,0.17
com-,26129,1071,12,1083,1031.69,39.31,1.09,0.69,0.71,2.11,0.83,1.36,1.86,0.76,0.8,0.74,1.05
com-,37108,701,6,707,681.52,19.48,1.31,0.17,0.11,0.6,0.65,0.58,0.47,0.13,1.13,0.12,0.74
com-,1175,776,6,782,735.38,40.62,0.79,0.64,0.33,0.71,1.32,0.27,0.48,0.13,0.39,0.44,0.52
com-,26248,158,18,176,152.2,5.8,1.64,1.03,1.07,3.17,1.24,2.04,2.8,1.14,1.19,1.11,1.57
com-,71200,716,6,722,690.34,25.66,0.94,0.47,0.23,0.67,0.8,0.56,0.42,0.31,0.63,0.45,0.54
com-,45313,811,24,835,770.54,40.46,5.44,0.73,0.91,1.33,0.89,1.39,2.89,0.58,5.47,2.23,2.14
com-,45347,788,9,797,748.68,39.32,2.04,0.27,0.34,0.5,0.33,0.52,1.08,0.22,2.05,0.84,0.8
com-,51471,367,3,370,357.78,9.22,0.57,0.12,0.1,0.29,0.32,0.26,0.27,0.07,0.41,0.13,0.44
com-,35258,321,2,323,315.77,5.23,0.17,0.06,0.08,0.33,0.23,0.08,0.14,0.06,0.41,0.06,0.37
com-,10238,429,9,438,412.93,16.07,1.33,0.26,0.31,0.65,0.87,0.58,1.08,0.26,1.67,0.49,1.5
com-,32139,94,12,106,90.97,3.03,1.84,0.35,1.16,2.55,3.12,0.27,0.96,0.15,0.6,0.01,0.99
com-,27312,276,10,286,268.21,7.79,1.26,0.22,0.28,0.71,0.55,0.88,0.94,0.25,2.73,1.03,1.15
com-,68203,1326,15,1341,1260.34,65.66,1.29,1.87,0.52,3.68,2.86,0.97,0.69,0.2,0.54,1.41,0.99
com-,47001,28350,3843,32193,27051.97,1298.03,935.22,129.57,285.82,459,610.52,114.33,851.37,33.23,223.93,3.51,196.49
com-,83012,2906,89,2995,2803.83,102.17,7.99,8,2.98,22.03,9,6.77,10.97,8.57,3.46,3.75,5.48
com-,59067,3517,26,3543,3421.76,95.24,1.72,1.53,0.65,5.74,0.87,4.75,4.49,0.67,2.82,0.41,2.37
com-,85303,1722,107,1829,1702.26,19.74,13.26,4.01,3.05,22.84,23.51,2.05,4.49,1.98,16.93,1.13,13.74
com-,41286,146,0,146,141.51,4.49,0,0,0,0,0,0,0,0,0,0,0
com-,69235,1890,100,1990,1781.58,108.42,12.86,7.33,3.4,7.29,7.08,19.19,5.59,8.75,12.28,6,10.22
com-,76065,400,11,411,390.87,9.13,0.9,0.33,0.25,0.76,0.58,1.73,1.45,0.64,2.56,0.47,1.32
com-,38012,2736,133,2869,2590.74,145.26,21.18,13.83,5.15,12.32,8.98,20.75,7.62,7.35,12.81,11.71,11.3
com-,9295,91,4,95,87.04,3.96,0.58,0.09,0.4,0.69,0.64,0.18,0.4,0.04,0.42,0.02,0.55
com-,44171,2093,21,2114,2058.37,34.63,1.97,0.65,0.63,4.23,1.76,1.39,1.03,0.88,4.94,0.87,2.64
com-,51206,117,0,117,114.06,2.94,0,0,0,0,0,0,0,0,0,0,0
com-,79161,616,5,621,606.97,9.03,0.72,0.06,0.36,0.75,1.49,0.09,0.22,0.06,0.76,0.03,0.46
com-,16133,195,5,200,190.71,4.29,0.46,0.07,0.12,0.63,1.9,0.25,0.27,0.12,0.63,0.05,0.49
com-,8024,1074,7,1081,1043.69,30.31,0.44,0.41,0.14,2.67,0.31,1.15,0.45,0.08,0.47,0.42,0.47
com-,39250,189,0,189,183.14,5.86,0,0,0,0,0,0,0,0,0,0,0
com-,32278,113,10,123,109.35,3.65,1.54,0.29,0.96,2.13,2.6,0.22,0.8,0.13,0.5,0.01,0.83
com-,36136,122,0,122,119.21,2.79,0,0,0,0,0,0,0,0,0,0,0
com-,87059,1441,85,1526,1411.12,29.88,7.51,0.83,1.59,12.72,42.1,3.71,2.44,0.33,5.33,1.58,6.85
com-,30044,62,15,77,59.46,2.54,1.46,0.59,1.54,2.77,1.2,1.45,3.8,0.27,0.54,0.31,1.08
com-,90025,337,6,343,318.85,18.15,0.27,0.34,0.15,0.39,0.83,1.13,0.56,0.14,0.74,0.66,0.8
com-,51503,91,0,91,88.71,2.29,0,0,0,0,0,0,0,0,0,0,0
com-,61146,381,3,384,373.38,7.62,0.18,0.06,0.05,0.35,0.55,0.16,0.24,0.11,0.44,0.43,0.44
com-,29259,6633,208,6841,6557.5,75.5,19.36,4.48,5.3,53.37,43.32,4.9,5.48,4,28.46,5.87,33.46
com-,15212,358,7,365,354.2,3.8,0.71,0.09,0.17,1.23,0.97,0.31,0.35,0.17,1.02,0.06,1.91
com-,73326,2265,39,2304,2183.01,81.99,7.05,5.42,1.04,5.23,5.25,3.15,2.22,0.94,2.36,3.12,3.21
com-,74050,652,36,688,614.56,37.44,4.22,3.16,1.61,3.72,12.53,1.6,1.45,1.11,2.13,1.99,2.46
com-,70505,156,0,156,152.06,3.94,0,0,0,0,0,0,0,0,0,0,0
com-,84019,12553,1318,13871,11940.35,612.65,65.54,75.9,188.13,188.01,71.07,70.58,450.86,50.63,40.51,38.63,78.15
com-,59280,781,5,786,759.85,21.15,0.33,0.29,0.13,1.1,0.17,0.91,0.86,0.13,0.54,0.08,0.46
com-,16303,400,7,407,391.19,8.81,0.64,0.09,0.16,0.89,2.67,0.36,0.38,0.17,0.88,0.08,0.69
com-,34208,360,8,368,344.64,15.36,0.66,0.44,0.93,1.6,0.87,0.52,1.72,0.11,0.4,0.13,0.63
com-,38204,177,6,183,167.6,9.4,0.96,0.62,0.23,0.56,0.41,0.94,0.34,0.33,0.58,0.53,0.51
com-,59333,238,1,239,231.55,6.45,0.07,0.06,0.03,0.22,0.03,0.18,0.17,0.03,0.11,0.02,0.09
com-,63423,624,8,632,604.97,19.03,2.82,0.29,0.34,0.88,0.67,0.48,0.47,0.14,0.67,0.49,0.75
com-,2653,446,20,466,435.94,10.06,2.65,0.55,0.74,2.49,0.7,1.68,2.61,0.68,4.08,1.37,2.44
com-,73130,2029,75,2104,1955.55,73.45,13.56,10.43,2,10.06,10.1,6.06,4.27,1.8,4.55,6,6.18
com-,21093,149,2,151,144.1,4.9,0.3,0.11,0.1,0.19,0.24,0.16,0.27,0.03,0.28,0.09,0.24
com-,70232,130,1,131,126.72,3.28,0.12,0.04,0.02,0.12,0.14,0.07,0.15,0.01,0.1,0.11,0.12
com-,88226,127,1,128,123.92,3.08,0.14,0.05,0.02,0.14,0.15,0.06,0.07,0.03,0.1,0.12,0.11
com-,68376,14124,1367,15491,13424.58,699.42,117.33,170.05,47.01,335.45,260.61,87.97,63.32,17.87,49.17,128.13,90.09
com-,46165,473,12,485,459.09,13.91,1.77,0.33,0.47,3.26,3.14,0.24,0.64,0.11,0.83,0.09,1.14
com-,88273,460,0,460,448.84,11.16,0,0,0,0,0,0,0,0,0,0,0
com-,33049,2510,98,2608,2425.15,84.85,19.79,2.84,7.27,12.64,6.33,6.11,14.82,2.25,11.41,4.96,9.59
com-,80677,1588,21,1609,1569.39,18.61,3.33,0.49,0.8,3.84,1.73,1.42,1.64,1.11,3.16,1.07,2.4
com-,17318,662,50,712,651.73,10.27,7.67,1.12,1.73,10.24,11.82,1.47,2.28,0.92,5.82,1.03,5.9
com-,80233,151,1,152,149.23,1.77,0.16,0.02,0.04,0.18,0.08,0.07,0.08,0.05,0.15,0.05,0.11
com-,40030,51,2,53,49.64,1.36,0.71,0.05,0.24,0.3,0.18,0.04,0.13,0.02,0.15,0.01,0.18
