Type,Code,Français,Etrangers,Ensemble,Français de naissance,Français par acquisition,Portugais,Italiens,Espagnols,Autres nationalités de l'UE,Autres nationalités d'Europe,Algériens,Marocains,Tunisiens,Autres nationalités d'Afrique,Turcs,Autres nationalités
com-,50437,759,17,776,751.9,7.1,0.55,0.32,0.29,2.81,7.37,0.42,0.5,0.28,2.11,0.09,2.25
com-,54574,531,37,568,507.27,23.73,7.08,3.39,0.98,6,2.8,3.93,3.03,0.59,3.06,2.5,3.64
com-,34261,225,18,243,215.4,9.6,1.48,0.99,2.1,3.61,1.96,1.18,3.86,0.25,0.89,0.28,1.41
com-,62099,5451,79,5530,5374.39,76.61,2.78,3.6,1.53,10.46,5.69,12.53,16.92,2.97,11.61,2.63,8.3
com-,21634,138,3,141,133.46,4.54,0.45,0.16,0.15,0.29,0.36,0.23,0.41,0.05,0.41,0.13,0.36
com-,14672,885,10,895,869.4,15.6,0.65,0.31,0.2,1.45,1.54,0.77,0.64,0.39,1.84,0.53,1.67
com-,25527,4915,144,5059,4707.84,207.16,17.85,12.75,5.31,8.46,26.39,18.83,16.72,2.34,8.95,17.17,9.23
com-,52187,155,1,156,151.68,3.32,0.09,0.04,0.03,0.12,0.1,0.16,0.08,0.03,0.16,0.05,0.14
com-,86141,668,4,672,655.72,12.28,0.37,0.08,0.09,0.52,1.31,0.21,0.2,0.06,0.59,0.03,0.55
com-,71312,239,2,241,230.44,8.56,0.31,0.16,0.08,0.22,0.27,0.19,0.14,0.1,0.21,0.15,0.18
com-,67388,5076,331,5407,4864.58,211.42,21.64,18.89,9.56,93.86,33.53,14.45,18.01,6.77,21.78,56.1,36.41
com-,51252,513,7,520,500.11,12.89,1.34,0.29,0.24,0.67,0.75,0.6,0.64,0.17,0.97,0.31,1.03
com-,32107,5527,927,6454,5348.56,178.44,142.41,26.85,89.34,197.22,240.78,20.51,73.98,11.8,46.49,1.11,76.51
com-,46227,215,14,229,208.68,6.32,2.06,0.38,0.55,3.8,3.66,0.29,0.75,0.12,0.97,0.1,1.33
com-,60029,2840,55,2895,2709.3,130.7,8.35,1.93,1.69,3.85,2.16,5.52,6.98,1.59,12.54,3.99,6.42
com-,50070,53,6,59,52.5,0.5,0.19,0.11,0.1,0.99,2.6,0.15,0.18,0.1,0.74,0.03,0.79
com-,76397,900,8,908,879.45,20.55,0.65,0.24,0.18,0.56,0.42,1.26,1.05,0.47,1.86,0.35,0.96
com-,83036,7263,632,7895,7007.65,255.35,56.73,56.8,21.14,156.46,63.9,48.08,77.92,60.87,24.58,26.62,38.92
com-,35314,962,15,977,946.33,15.67,1.29,0.42,0.6,2.48,1.75,0.63,1.05,0.43,3.08,0.46,2.79
com-,40034,601,15,616,585.03,15.97,5.32,0.4,1.81,2.28,1.34,0.27,0.97,0.15,1.09,0.04,1.33
com-,55551,1554,27,1581,1518.2,35.8,1.35,1.02,0.89,11.61,2.15,1.14,1.26,0.29,2.99,2.07,2.23
com-,62084,202,1,203,199.16,2.84,0.04,0.05,0.02,0.13,0.07,0.16,0.21,0.04,0.15,0.03,0.11
com-,77096,2449,144,2593,2246.79,202.21,28.31,4.61,3.54,10.92,5.99,12.59,8.67,5.28,38.75,6.62,18.7
com-,50569,429,4,433,424.98,4.02,0.13,0.08,0.07,0.66,1.73,0.1,0.12,0.07,0.5,0.02,0.53
com-,26341,714,23,737,687.79,26.21,2.1,1.32,1.36,4.05,1.59,2.6,3.57,1.46,1.52,1.41,2.01
com-,30193,653,3,656,626.29,26.71,0.29,0.12,0.31,0.55,0.24,0.29,0.76,0.05,0.11,0.06,0.22
com-,9219,155,9,164,148.26,6.74,1.3,0.2,0.9,1.54,1.44,0.41,0.91,0.09,0.93,0.04,1.24
com-,10309,88,0,88,84.7,3.3,0,0,0,0,0,0,0,0,0,0,0
com-,17298,944,33,977,929.35,14.65,5.06,0.74,1.14,6.76,7.8,0.97,1.5,0.61,3.84,0.68,3.89
com-,17191,424,3,427,417.42,6.58,0.46,0.07,0.1,0.61,0.71,0.09,0.14,0.06,0.35,0.06,0.35
com-,57382,614,15,629,578.12,35.88,1.26,2.14,0.4,4.26,1.67,1.57,0.95,0.15,0.64,1.05,0.92
com-,60127,408,3,411,389.22,18.78,0.46,0.11,0.09,0.21,0.12,0.3,0.38,0.09,0.68,0.22,0.35
com-,84134,700,21,721,665.84,34.16,1.04,1.21,3,3,1.13,1.12,7.18,0.81,0.65,0.62,1.25
com-,36196,88,4,92,85.99,2.01,0.33,0.14,0.09,0.59,0.73,0.28,0.4,0.07,0.69,0.07,0.62
com-,60273,515,9,524,491.3,23.7,1.37,0.32,0.28,0.63,0.35,0.9,1.14,0.26,2.05,0.65,1.05
com-,48160,125,1,126,122.29,2.71,0.38,0.02,0.03,0.12,0.1,0.03,0.08,0.01,0.1,0.01,0.12
com-,15061,235,3,238,232.5,2.5,0.31,0.04,0.07,0.53,0.42,0.13,0.15,0.07,0.44,0.03,0.82
com-,14759,269,0,269,264.26,4.74,0,0,0,0,0,0,0,0,0,0,0
com-,80693,334,3,337,330.09,3.91,0.48,0.07,0.11,0.55,0.25,0.2,0.23,0.16,0.45,0.15,0.34
com-,59557,2460,66,2526,2393.38,66.62,4.36,3.87,1.66,14.56,2.2,12.05,11.4,1.71,7.15,1.04,6.01
com-,78655,590,28,618,540.46,49.54,4.7,0.8,0.82,2.2,1.33,2.64,3.74,1.16,6.56,0.79,3.27
com-,32358,182,10,192,176.12,5.88,1.54,0.29,0.96,2.13,2.6,0.22,0.8,0.13,0.5,0.01,0.83
com-,67036,285,17,302,273.13,11.87,1.11,0.97,0.49,4.82,1.72,0.74,0.93,0.35,1.12,2.88,1.87
com-,67147,484,8,492,463.84,20.16,0.52,0.46,0.23,2.27,0.81,0.35,0.44,0.16,0.53,1.36,0.88
com-,22282,3312,41,3353,3265.38,46.62,3.43,0.84,0.65,8.95,10.64,1.13,1.6,0.85,7.59,0.9,4.42
com-,68207,651,58,709,618.76,32.24,4.98,7.22,1.99,14.23,11.06,3.73,2.69,0.76,2.09,5.44,3.82
com-,41148,1291,16,1307,1251.27,39.73,2.89,0.33,0.52,1.09,0.97,1,2.14,0.37,2.97,1.99,1.73
com-,6163,1688,210,1898,1593.92,94.08,26.99,38.53,5.1,36.95,27.34,11.28,8.1,24.52,11.64,1.16,18.39
com-,2257,420,11,431,410.52,9.48,1.46,0.31,0.41,1.37,0.39,0.92,1.44,0.37,2.25,0.75,1.34
com-,38561,1615,89,1704,1529.26,85.74,14.18,9.25,3.44,8.24,6.01,13.89,5.1,4.92,8.57,7.84,7.56
com-,47306,1024,88,1112,977.12,46.88,21.42,2.97,6.55,10.51,13.98,2.62,19.5,0.76,5.13,0.08,4.5
com-,19128,281,3,284,272.6,8.4,0.6,0.09,0.1,0.42,0.43,0.11,0.36,0.05,0.28,0.28,0.29
com-,64460,396,9,405,383.57,12.43,2.05,0.23,3.21,0.9,0.73,0.15,0.43,0.05,0.36,0.02,0.87
com-,57230,188,4,192,177.01,10.99,0.34,0.57,0.11,1.13,0.45,0.42,0.25,0.04,0.17,0.28,0.25
com-,60625,531,6,537,506.56,24.44,0.91,0.21,0.18,0.42,0.24,0.6,0.76,0.17,1.37,0.43,0.7
com-,68103,486,26,512,461.93,24.07,2.23,3.23,0.89,6.38,4.96,1.67,1.2,0.34,0.94,2.44,1.71
com-,27592,228,3,231,221.56,6.44,0.38,0.07,0.09,0.21,0.16,0.26,0.28,0.08,0.82,0.31,0.34
com-,57278,62,0,62,58.38,3.62,0,0,0,0,0,0,0,0,0,0,0
com-,49271,2124,15,2139,2095.28,28.72,1.81,0.45,0.5,2.98,1.86,0.57,1.06,0.44,2.62,0.48,2.24
com-,76152,733,3,736,716.27,16.73,0.24,0.09,0.07,0.21,0.16,0.47,0.39,0.18,0.7,0.13,0.36
com-,88499,156,3,159,152.22,3.78,0.41,0.16,0.06,0.41,0.45,0.19,0.22,0.08,0.31,0.37,0.34
com-,21413,413,4,417,399.41,13.59,0.6,0.22,0.19,0.38,0.48,0.31,0.54,0.07,0.55,0.18,0.48
com-,86262,567,4,571,556.58,10.42,0.37,0.08,0.09,0.52,1.31,0.21,0.2,0.06,0.59,0.03,0.55
com-,4183,172,4,176,165.21,6.79,0.47,0.25,0.29,0.7,0.41,0.35,0.39,0.1,0.36,0.06,0.62
com-,64433,320,12,332,309.96,10.04,2.74,0.31,4.28,1.2,0.98,0.19,0.58,0.06,0.48,0.03,1.15
com-,64558,2908,49,2957,2816.76,91.24,11.17,1.27,17.47,4.9,4,0.79,2.36,0.25,1.96,0.11,4.72
com-,71195,217,6,223,209.22,7.78,0.94,0.47,0.23,0.67,0.8,0.56,0.42,0.31,0.63,0.45,0.54
com-,29228,629,12,641,621.84,7.16,1.12,0.26,0.31,3.08,2.5,0.28,0.32,0.23,1.64,0.34,1.93
com-,19222,335,10,345,324.99,10.01,1.99,0.31,0.33,1.41,1.43,0.36,1.2,0.15,0.93,0.93,0.95
com-,31239,1562,60,1622,1487.12,74.88,9.14,2.99,5.72,7.81,4.89,6.8,6.22,1.8,6.53,1.14,6.95
com-,71090,3937,101,4038,3795.93,141.07,15.84,7.89,3.79,11.26,13.52,9.35,7,5.17,10.58,7.57,9.03
com-,24268,658,52,710,641.92,16.08,6.75,0.95,1.41,11.11,18.04,1.12,3.54,0.36,3.48,0.62,4.62
com-,43191,243,1,244,238.42,4.58,0.17,0.05,0.03,0.12,0.14,0.04,0.14,0.02,0.12,0.07,0.12
com-,87188,426,15,441,417.17,8.83,1.32,0.15,0.28,2.24,7.43,0.65,0.43,0.06,0.94,0.28,1.21
com-,14724,1021,7,1028,1003,18,0.46,0.22,0.14,1.02,1.08,0.54,0.45,0.27,1.29,0.37,1.17
com-,3132,534,22,556,519.89,14.11,3.51,0.61,0.48,3.32,2.6,1.34,1.29,0.69,3.84,0.91,3.4
com-,37184,287,20,307,279.02,7.98,4.35,0.55,0.36,2,2.16,1.93,1.56,0.44,3.77,0.41,2.47
com-,62135,306,0,306,301.7,4.3,0,0,0,0,0,0,0,0,0,0,0
com-,69019,12669,1098,13767,11942.23,726.77,141.19,80.5,37.39,80,77.77,210.74,61.38,96.12,134.81,65.86,112.25
com-,11290,99,21,120,94.72,4.28,2.14,0.55,1.52,4.96,4.53,0.98,2.6,0.16,1,0.14,2.43
com-,21248,55,2,57,53.19,1.81,0.3,0.11,0.1,0.19,0.24,0.16,0.27,0.03,0.28,0.09,0.24
com-,45342,397,4,401,377.19,19.81,0.91,0.12,0.15,0.22,0.15,0.23,0.48,0.1,0.91,0.37,0.36
com-,29251,673,10,683,665.34,7.66,0.93,0.22,0.25,2.57,2.08,0.24,0.26,0.19,1.37,0.28,1.61
com-,59329,4845,57,4902,4713.79,131.21,3.76,3.34,1.43,12.57,1.9,10.41,9.84,1.48,6.18,0.9,5.19
com-,54269,315,1,316,300.92,14.08,0.19,0.09,0.03,0.16,0.08,0.11,0.08,0.02,0.08,0.07,0.1
com-,21148,330,3,333,319.14,10.86,0.45,0.16,0.15,0.29,0.36,0.23,0.41,0.05,0.41,0.13,0.36
com-,59416,2520,18,2538,2451.76,68.24,1.19,1.06,0.45,3.97,0.6,3.29,3.11,0.47,1.95,0.28,1.64
com-,3074,624,11,635,607.51,16.49,1.75,0.31,0.24,1.66,1.3,0.67,0.65,0.35,1.92,0.45,1.7
com-,72225,661,10,671,651.69,9.31,1.19,0.22,0.32,1.18,1.09,0.54,0.91,0.31,2.78,0.35,1.11
com-,28149,552,6,558,530.79,21.21,1.09,0.15,0.17,0.41,0.22,0.46,1,0.27,1.28,0.37,0.58
com-,38254,496,4,500,469.67,26.33,0.64,0.42,0.15,0.37,0.27,0.62,0.23,0.22,0.39,0.35,0.34
com-,86289,541,115,656,531.05,9.95,10.75,2.25,2.56,14.94,37.63,6.07,5.75,1.73,16.86,0.74,15.72
com-,51149,456,0,456,444.54,11.46,0,0,0,0,0,0,0,0,0,0,0
com-,80500,475,2,477,469.43,5.57,0.32,0.05,0.08,0.37,0.17,0.14,0.16,0.11,0.3,0.1,0.23
com-,86180,2940,15,2955,2885.95,54.05,1.4,0.29,0.33,1.95,4.91,0.79,0.75,0.23,2.2,0.1,2.05
com-,70001,335,3,338,326.55,8.45,0.36,0.12,0.05,0.37,0.43,0.21,0.44,0.04,0.3,0.33,0.35
com-,4101,124,15,139,119.11,4.89,1.75,0.94,1.08,2.62,1.54,1.32,1.48,0.37,1.36,0.23,2.31
com-,59181,528,9,537,513.7,14.3,0.59,0.53,0.23,1.99,0.3,1.64,1.55,0.23,0.98,0.14,0.82
com-,21564,373,17,390,360.73,12.27,2.53,0.92,0.82,1.62,2.06,1.32,2.3,0.29,2.34,0.75,2.05
com-,43095,139,2,141,136.38,2.62,0.34,0.09,0.05,0.24,0.28,0.07,0.29,0.04,0.24,0.13,0.24
com-,70403,243,2,245,236.87,6.13,0.24,0.08,0.04,0.25,0.29,0.14,0.29,0.03,0.2,0.22,0.23
com-,24256,3059,106,3165,2984.26,74.74,13.75,1.93,2.88,22.65,36.78,2.28,7.22,0.74,7.1,1.26,9.41
com-,80740,307,1,308,303.4,3.6,0.16,0.02,0.04,0.18,0.08,0.07,0.08,0.05,0.15,0.05,0.11
com-,9131,146,0,146,139.65,6.35,0,0,0,0,0,0,0,0,0,0,0
com-,14756,219,3,222,215.14,3.86,0.2,0.09,0.06,0.44,0.46,0.23,0.19,0.12,0.55,0.16,0.5
com-,44159,1229,17,1246,1208.67,20.33,1.6,0.53,0.51,3.42,1.42,1.13,0.83,0.71,4,0.71,2.14
com-,51646,83,0,83,80.91,2.09,0,0,0,0,0,0,0,0,0,0,0
com-,38228,453,13,466,428.95,24.05,2.07,1.35,0.5,1.2,0.88,2.03,0.74,0.72,1.25,1.14,1.1
com-,24570,33,3,36,32.19,0.81,0.39,0.05,0.08,0.64,1.04,0.06,0.2,0.02,0.2,0.04,0.27
com-,77146,1882,87,1969,1726.61,155.39,17.11,2.79,2.14,6.6,3.62,7.61,5.24,3.19,23.41,4,11.3
com-,65351,35,0,35,33.82,1.18,0,0,0,0,0,0,0,0,0,0,0
com-,31187,12387,661,13048,11793.19,593.81,100.72,32.97,62.98,86.09,53.88,74.94,68.53,19.87,71.94,12.51,76.56
com-,55271,348,6,354,339.98,8.02,0.3,0.23,0.2,2.58,0.48,0.25,0.28,0.07,0.66,0.46,0.5
com-,44195,9335,130,9465,9180.56,154.44,12.22,4.02,3.92,26.17,10.87,8.61,6.37,5.44,30.61,5.41,16.37
com-,80308,2418,14,2432,2389.66,28.34,2.22,0.33,0.54,2.56,1.16,0.95,1.09,0.74,2.11,0.71,1.6
com-,65049,223,16,239,215.49,7.51,3.26,0.49,1.76,1.77,2.83,0.61,1.34,0.3,1.54,0.05,2.06
com-,77534,923,47,970,846.79,76.21,9.24,1.51,1.16,3.57,1.96,4.11,2.83,1.72,12.65,2.16,6.1
com-,57004,79,0,79,74.38,4.62,0,0,0,0,0,0,0,0,0,0,0
com-,40090,443,11,454,431.23,11.77,3.9,0.3,1.33,1.67,0.98,0.2,0.71,0.11,0.8,0.03,0.97
com-,31551,582,14,596,554.1,27.9,2.13,0.7,1.33,1.82,1.14,1.59,1.45,0.42,1.52,0.27,1.62
com-,16176,301,5,306,294.37,6.63,0.46,0.07,0.12,0.63,1.9,0.25,0.27,0.12,0.63,0.05,0.49
com-,38219,606,7,613,573.83,32.17,1.11,0.73,0.27,0.65,0.47,1.09,0.4,0.39,0.67,0.62,0.59
com-,57125,403,1,404,379.45,23.55,0.08,0.14,0.03,0.28,0.11,0.1,0.06,0.01,0.04,0.07,0.06
com-,34045,519,37,556,496.85,22.15,3.04,2.04,4.31,7.42,4.02,2.42,7.94,0.5,1.83,0.58,2.9
com-,76342,707,0,707,690.86,16.14,0,0,0,0,0,0,0,0,0,0,0
com-,40179,1917,53,1970,1866.05,50.95,18.78,1.43,6.4,8.05,4.73,0.97,3.44,0.53,3.86,0.14,4.69
com-,52464,51,1,52,49.91,1.09,0.09,0.04,0.03,0.12,0.1,0.16,0.08,0.03,0.16,0.05,0.14
com-,33062,790,12,802,763.3,26.7,2.42,0.35,0.89,1.55,0.78,0.75,1.81,0.27,1.4,0.61,1.17
com-,71217,128,2,130,123.41,4.59,0.31,0.16,0.08,0.22,0.27,0.19,0.14,0.1,0.21,0.15,0.18
com-,51145,218,5,223,212.52,5.48,0.96,0.21,0.17,0.48,0.54,0.43,0.46,0.12,0.69,0.22,0.73
com-,74106,838,37,875,789.88,48.12,4.34,3.25,1.66,3.83,12.88,1.64,1.49,1.14,2.19,2.05,2.53
com-,67285,1470,34,1504,1408.77,61.23,2.22,1.94,0.98,9.64,3.44,1.48,1.85,0.7,2.24,5.76,3.74
com-,81214,104,5,109,100.32,3.68,0.8,0.17,0.41,0.85,0.61,0.49,0.78,0.07,0.31,0.09,0.42
com-,89312,237,1,238,227.23,9.77,0.17,0.03,0.03,0.09,0.07,0.05,0.15,0.07,0.18,0.07,0.1
com-,36140,1152,9,1161,1125.69,26.31,0.73,0.31,0.2,1.32,1.64,0.62,0.9,0.17,1.55,0.17,1.4
com-,32328,107,8,115,103.55,3.45,1.23,0.23,0.77,1.7,2.08,0.18,0.64,0.1,0.4,0.01,0.66
com-,67264,736,96,832,705.35,30.65,6.28,5.48,2.77,27.22,9.72,4.19,5.22,1.96,6.32,16.27,10.56
com-,62445,839,3,842,827.21,11.79,0.11,0.14,0.06,0.4,0.22,0.48,0.64,0.11,0.44,0.1,0.32
com-,60142,2984,125,3109,2846.68,137.32,18.97,4.38,3.85,8.75,4.9,12.54,15.86,3.6,28.5,9.06,14.6
com-,52332,1776,31,1807,1738.01,37.99,2.74,1.33,0.78,3.81,3.1,5.04,2.46,0.8,4.82,1.65,4.47
com-,22111,400,0,400,394.37,5.63,0,0,0,0,0,0,0,0,0,0,0
com-,38112,81,0,81,76.7,4.3,0,0,0,0,0,0,0,0,0,0,0
com-,67172,2303,38,2341,2207.08,95.92,2.48,2.17,1.1,10.78,3.85,1.66,2.07,0.78,2.5,6.44,4.18
com-,54225,183,0,183,174.82,8.18,0,0,0,0,0,0,0,0,0,0,0
com-,62733,287,0,287,282.97,4.03,0,0,0,0,0,0,0,0,0,0,0
com-,4063,1255,30,1285,1205.49,49.51,3.51,1.89,2.16,5.23,3.08,2.64,2.95,0.74,2.72,0.46,4.62
com-,48046,59,0,59,57.72,1.28,0,0,0,0,0,0,0,0,0,0,0
com-,26073,232,12,244,223.49,8.51,1.09,0.69,0.71,2.11,0.83,1.36,1.86,0.76,0.8,0.74,1.05
com-,2A129,71,2,73,68.83,2.17,0.79,0.22,0.03,0.32,0.05,0.03,0.4,0.07,0.03,0,0.05
com-,66105,262,17,279,248.44,13.56,2.28,0.42,4.77,3.75,1.98,1.14,0.88,0.12,0.43,0.08,1.15
com-,41016,1062,40,1102,1029.32,32.68,7.21,0.83,1.31,2.72,2.44,2.51,5.36,0.93,7.41,4.97,4.33
com-,13061,225,3,228,215.03,9.97,0.31,0.19,0.2,0.33,0.15,0.5,0.52,0.21,0.18,0.13,0.27
com-,14714,756,6,762,742.67,13.33,0.39,0.19,0.12,0.87,0.93,0.46,0.38,0.23,1.11,0.32,1
com-,59446,681,14,695,662.56,18.44,0.92,0.82,0.35,3.09,0.47,2.56,2.42,0.36,1.52,0.22,1.28
com-,61316,109,0,109,106.82,2.18,0,0,0,0,0,0,0,0,0,0,0
com-,85163,4452,50,4502,4400.96,51.04,6.2,1.87,1.43,10.67,10.99,0.96,2.1,0.93,7.91,0.53,6.42
com-,30041,1194,34,1228,1145.17,48.83,3.3,1.34,3.49,6.27,2.73,3.28,8.62,0.6,1.23,0.71,2.44
com-,47002,106,0,106,101.15,4.85,0,0,0,0,0,0,0,0,0,0,0
com-,13046,4403,66,4469,4207.94,195.06,6.8,4.26,4.5,7.31,3.3,11.06,11.39,4.66,3.9,2.89,5.92
com-,38420,238,3,241,225.36,12.64,0.48,0.31,0.12,0.28,0.2,0.47,0.17,0.17,0.29,0.26,0.25
com-,91159,1501,49,1550,1367.99,133.01,9.44,1.36,0.89,3.42,2.06,4.66,3.02,2.74,14.17,2.1,5.14
com-,10187,382,3,385,367.69,14.31,0.44,0.09,0.1,0.22,0.29,0.19,0.36,0.09,0.56,0.16,0.5
com-,21232,197,3,200,190.52,6.48,0.45,0.16,0.15,0.29,0.36,0.23,0.41,0.05,0.41,0.13,0.36
com-,2110,2205,38,2243,2155.25,49.75,5.04,1.05,1.4,4.73,1.33,3.19,4.96,1.29,7.76,2.61,4.63
com-,56060,945,15,960,933.98,11.02,0.79,0.41,0.29,3.09,4.23,0.33,0.36,0.26,2.58,0.87,1.78
com-,12068,870,10,880,847.53,22.47,1.58,0.25,0.64,1.88,1.4,0.46,0.83,0.16,0.99,0.29,1.53
com-,76394,628,1,629,613.66,14.34,0.08,0.03,0.02,0.07,0.05,0.16,0.13,0.06,0.23,0.04,0.12
com-,76489,495,4,499,483.7,11.3,0.33,0.12,0.09,0.28,0.21,0.63,0.53,0.23,0.93,0.17,0.48
com-,59141,569,6,575,553.59,15.41,0.4,0.35,0.15,1.32,0.2,1.1,1.04,0.16,0.65,0.09,0.55
com-,2B332,239,20,259,231.53,7.47,4.13,1.5,0.33,3.15,0.74,0.86,7.4,0.68,0.5,0.01,0.7
com-,42318,1450,11,1461,1401.56,48.44,1.52,0.85,0.29,0.67,1.05,2.13,0.71,0.62,0.93,1.41,0.82
com-,26193,420,24,444,404.58,15.42,2.19,1.38,1.42,4.23,1.66,2.72,3.73,1.52,1.59,1.48,2.09
com-,62259,1796,133,1929,1770.76,25.24,4.68,6.07,2.57,17.61,9.58,21.09,28.48,5,19.55,4.42,13.97
com-,42215,1211,41,1252,1170.55,40.45,5.65,3.15,1.09,2.48,3.93,7.94,2.66,2.32,3.46,5.26,3.05
com-,78481,14318,1540,15858,13115.83,1202.17,258.36,43.92,45.06,121.06,72.88,145.26,205.64,63.94,360.57,43.61,179.7
com-,42029,1515,16,1531,1464.39,50.61,2.2,1.23,0.42,0.97,1.53,3.1,1.04,0.91,1.35,2.05,1.19
com-,9269,368,7,375,352,16,1.01,0.15,0.7,1.2,1.12,0.32,0.71,0.07,0.73,0.03,0.97
com-,43200,1992,29,2021,1954.41,37.59,4.87,1.32,0.76,3.42,4,1.08,4.17,0.53,3.47,1.9,3.49
com-,14504,779,27,806,765.27,13.73,1.77,0.84,0.55,3.92,4.16,2.07,1.72,1.04,4.98,1.43,4.52
com-,84039,6033,212,6245,5738.56,294.44,10.54,12.21,30.26,30.24,11.43,11.35,72.52,8.14,6.52,6.21,12.57
com-,28146,782,36,818,751.95,30.05,6.55,0.9,1,2.44,1.34,2.77,5.99,1.6,7.67,2.23,3.5
com-,17302,612,11,623,602.5,9.5,1.69,0.25,0.38,2.25,2.6,0.32,0.5,0.2,1.28,0.23,1.3
com-,33352,3980,461,4441,3845.46,134.54,93.1,13.34,34.22,59.45,29.79,28.75,69.71,10.56,53.67,23.31,45.1
com-,8286,101,1,102,98.15,2.85,0.06,0.06,0.02,0.38,0.04,0.16,0.06,0.01,0.07,0.06,0.07
com-,62138,691,9,700,681.29,9.71,0.32,0.41,0.17,1.19,0.65,1.43,1.93,0.34,1.32,0.3,0.95
com-,1232,2237,25,2262,2119.91,117.09,3.29,2.65,1.37,2.98,5.48,1.11,1.99,0.55,1.61,1.82,2.15
com-,62840,130,0,130,128.17,1.83,0,0,0,0,0,0,0,0,0,0,0
com-,72244,2867,33,2900,2826.6,40.4,3.94,0.73,1.06,3.88,3.61,1.77,2.99,1.03,9.16,1.17,3.68
com-,71269,1819,83,1902,1753.82,65.18,13.02,6.48,3.12,9.25,11.11,7.68,5.75,4.25,8.69,6.22,7.42
com-,52383,295,0,295,288.69,6.31,0,0,0,0,0,0,0,0,0,0,0
com-,26192,258,11,269,248.53,9.47,1,0.63,0.65,1.94,0.76,1.25,1.71,0.7,0.73,0.68,0.96
com-,2363,359,4,363,350.9,8.1,0.53,0.11,0.15,0.5,0.14,0.34,0.52,0.14,0.82,0.27,0.49
com-,54183,75,0,75,71.65,3.35,0,0,0,0,0,0,0,0,0,0,0
com-,14242,1832,51,1883,1799.71,32.29,3.34,1.59,1.04,7.4,7.86,3.9,3.25,1.97,9.41,2.7,8.54
com-,84054,19164,1151,20315,18228.69,935.31,57.23,66.28,164.3,164.19,62.06,61.63,393.73,44.21,35.38,33.73,68.25
com-,46317,476,12,488,462,14,1.77,0.33,0.47,3.26,3.14,0.24,0.64,0.11,0.83,0.09,1.14
com-,61363,53,1,54,51.94,1.06,0.06,0.02,0.02,0.12,0.18,0.05,0.08,0.04,0.15,0.14,0.15
com-,54220,76,0,76,72.6,3.4,0,0,0,0,0,0,0,0,0,0,0
com-,21361,491,21,512,474.85,16.15,3.13,1.14,1.02,2,2.54,1.63,2.84,0.36,2.89,0.92,2.53
com-,17241,1568,68,1636,1543.67,24.33,10.44,1.52,2.35,13.93,16.08,2,3.1,1.25,7.91,1.4,8.02
com-,61060,136,0,136,133.28,2.72,0,0,0,0,0,0,0,0,0,0,0
com-,19031,43134,3635,46769,41844.84,1289.16,724.78,111.14,121.58,514.28,519.33,129.67,436.48,55.57,339.49,337.13,345.55
com-,30092,1656,46,1702,1588.27,67.73,4.47,1.81,4.72,8.49,3.69,4.43,11.66,0.81,1.66,0.96,3.3
com-,52158,281,5,286,274.99,6.01,0.44,0.21,0.13,0.61,0.5,0.81,0.4,0.13,0.78,0.27,0.72
com-,64329,1193,73,1266,1155.57,37.43,16.65,1.9,26.02,7.3,5.96,1.18,3.51,0.37,2.93,0.16,7.03
com-,48013,913,47,960,893.19,19.81,17.81,0.96,1.5,5.84,4.74,1.27,3.54,0.46,4.61,0.68,5.59
com-,52366,74,1,75,72.42,1.58,0.09,0.04,0.03,0.12,0.1,0.16,0.08,0.03,0.16,0.05,0.14
com-,43039,607,8,615,595.55,11.45,1.34,0.36,0.21,0.94,1.1,0.3,1.15,0.15,0.96,0.52,0.96
com-,33177,2325,51,2376,2246.41,78.59,10.3,1.48,3.79,6.58,3.3,3.18,7.71,1.17,5.94,2.58,4.99
com-,78620,1135,41,1176,1039.7,95.3,6.88,1.17,1.2,3.22,1.94,3.87,5.47,1.7,9.6,1.16,4.78
com-,59451,546,14,560,531.21,14.79,0.92,0.82,0.35,3.09,0.47,2.56,2.42,0.36,1.52,0.22,1.28
com-,79131,331,6,337,326.15,4.85,0.86,0.07,0.43,0.9,1.79,0.11,0.26,0.07,0.91,0.04,0.56
com-,33428,76,6,82,73.43,2.57,1.21,0.17,0.45,0.77,0.39,0.37,0.91,0.14,0.7,0.3,0.59
com-,9017,120,3,123,114.78,5.22,0.43,0.07,0.3,0.51,0.48,0.14,0.3,0.03,0.31,0.01,0.41
com-,33320,716,22,738,691.8,24.2,4.44,0.64,1.63,2.84,1.42,1.37,3.33,0.5,2.56,1.11,2.15
com-,25454,2123,56,2179,2033.52,89.48,6.94,4.96,2.06,3.29,10.26,7.32,6.5,0.91,3.48,6.68,3.59
com-,58165,176,2,178,171.57,4.43,0.2,0.04,0.03,0.46,0.22,0.08,0.18,0.05,0.32,0.1,0.32
com-,25141,93,28,121,89.08,3.92,3.47,2.48,1.03,1.65,5.13,3.66,3.25,0.45,1.74,3.34,1.79
com-,85207,398,15,413,393.44,4.56,1.86,0.56,0.43,3.2,3.3,0.29,0.63,0.28,2.37,0.16,1.93
com-,54290,201,8,209,192.02,8.98,1.53,0.73,0.21,1.3,0.61,0.85,0.66,0.13,0.66,0.54,0.79
com-,27535,399,5,404,387.73,11.27,0.63,0.11,0.14,0.36,0.27,0.44,0.47,0.13,1.37,0.51,0.57
com-,44176,3171,50,3221,3118.54,52.46,4.7,1.55,1.51,10.06,4.18,3.31,2.45,2.09,11.77,2.08,6.3
